FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-12-31,3.1560,3.2710,,,1,1.06,开放申购,开放赎回,,,,
2020-12-30,3.1230,3.2380,,,1,0.90,开放申购,开放赎回,,,,
2020-12-29,3.0950,3.2100,,,1,-1.15,开放申购,开放赎回,,,,
2020-12-28,3.1310,3.2460,,,1,0.13,开放申购,开放赎回,,,,
2020-12-25,3.1270,3.2420,,,1,1.03,开放申购,开放赎回,,,,
2020-12-24,3.0950,3.2100,,,1,0.00,开放申购,开放赎回,,,,
2020-12-23,3.0950,3.2100,,,1,0.62,开放申购,开放赎回,,,,
2020-12-22,3.0760,3.1910,,,1,-1.32,开放申购,开放赎回,,,,
2020-12-21,3.1170,3.2320,,,1,1.20,开放申购,开放赎回,,,,
2020-12-18,3.0800,3.1950,,,1,0.59,开放申购,开放赎回,,,,
2020-12-17,3.0620,3.1770,,,1,0.43,开放申购,开放赎回,,,,
2020-12-16,3.0490,3.1640,,,1,0.16,开放申购,开放赎回,,,,
2020-12-15,3.0440,3.1590,,,1,-0.16,开放申购,开放赎回,,,,
2020-12-14,3.0490,3.1640,,,1,0.69,开放申购,开放赎回,,,,
2020-12-11,3.0280,3.1430,,,1,-0.79,开放申购,开放赎回,,,,
2020-12-10,3.0520,3.1670,,,1,-0.20,开放申购,开放赎回,,,,
2020-12-09,3.0580,3.1730,,,1,-0.59,开放申购,开放赎回,,,,
2020-12-08,3.0760,3.1910,,,1,-0.06,开放申购,开放赎回,,,,
2020-12-07,3.0780,3.1930,,,1,-0.71,开放申购,开放赎回,,,,
2020-12-04,3.1000,3.2150,,,1,0.32,开放申购,开放赎回,,,,
2020-12-03,3.0900,3.2050,,,1,-0.99,开放申购,开放赎回,,,,
2020-12-02,3.1210,3.2360,,,1,0.06,开放申购,开放赎回,,,,
2020-12-01,3.1190,3.2340,,,1,1.40,开放申购,开放赎回,,,,
2020-11-30,3.0760,3.1910,,,1,-0.71,开放申购,开放赎回,,,,
2020-11-27,3.0980,3.2130,,,1,0.81,开放申购,开放赎回,,,,
2020-11-26,3.0730,3.1880,,,1,-0.13,开放申购,开放赎回,,,,
2020-11-25,3.0770,3.1920,,,1,-1.47,开放申购,开放赎回,,,,
2020-11-24,3.1230,3.2380,,,1,-0.22,开放申购,开放赎回,,,,
2020-11-23,3.1300,3.2450,,,1,1.23,开放申购,开放赎回,,,,
2020-11-20,3.0920,3.2070,,,1,0.59,开放申购,开放赎回,,,,
2020-11-19,3.0740,3.1890,,,1,-0.16,开放申购,开放赎回,,,,
2020-11-18,3.0790,3.1940,,,1,0.46,开放申购,开放赎回,,,,
2020-11-17,3.0650,3.1800,,,1,-0.49,开放申购,开放赎回,,,,
2020-11-16,3.0800,3.1950,,,1,1.75,开放申购,开放赎回,,,,
2020-11-13,3.0270,3.1420,,,1,-0.92,开放申购,开放赎回,,,,
2020-11-12,3.0550,3.1700,,,1,0.16,开放申购,开放赎回,,,,
2020-11-11,3.0500,3.1650,,,1,-0.10,开放申购,开放赎回,,,,
2020-11-10,3.0530,3.1680,,,1,-0.10,开放申购,开放赎回,,,,
2020-11-09,3.0560,3.1710,,,1,1.43,开放申购,开放赎回,,,,
2020-11-06,3.0130,3.1280,,,1,0.00,开放申购,开放赎回,,,,
2020-11-05,3.0130,3.1280,,,1,0.94,开放申购,开放赎回,,,,
2020-11-04,2.9850,3.1000,,,1,0.27,开放申购,开放赎回,,,,
2020-11-03,2.9770,3.0920,,,1,0.81,开放申购,开放赎回,,,,
