FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-12-31,1.2803,1.2803,,,1,1.14,开放申购,开放赎回,,,,
2020-12-30,1.2659,1.2659,,,1,1.30,开放申购,开放赎回,,,,
2020-12-29,1.2496,1.2496,,,1,-0.82,开放申购,开放赎回,,,,
2020-12-28,1.2599,1.2599,,,1,-1.04,开放申购,开放赎回,,,,
2020-12-25,1.2731,1.2731,,,1,1.58,开放申购,开放赎回,,,,
2020-12-24,1.2533,1.2533,,,1,-0.56,开放申购,开放赎回,,,,
2020-12-23,1.2604,1.2604,,,1,-0.51,开放申购,开放赎回,,,,
2020-12-22,1.2669,1.2669,,,1,-0.49,开放申购,开放赎回,,,,
2020-12-21,1.2731,1.2731,,,1,1.35,开放申购,开放赎回,,,,
2020-12-18,1.2562,1.2562,,,1,-0.76,开放申购,开放赎回,,,,
2020-12-17,1.2658,1.2658,,,1,2.06,开放申购,开放赎回,,,,
2020-12-16,1.2402,1.2402,,,1,0.19,开放申购,开放赎回,,,,
2020-12-15,1.2379,1.2379,,,1,1.68,开放申购,开放赎回,,,,
2020-12-14,1.2175,1.2175,,,1,1.10,开放申购,开放赎回,,,,
2020-12-11,1.2043,1.2043,,,1,-0.85,开放申购,开放赎回,,,,
2020-12-10,1.2146,1.2146,,,1,0.86,开放申购,开放赎回,,,,
2020-12-09,1.2043,1.2043,,,1,-1.37,开放申购,开放赎回,,,,
2020-12-08,1.2210,1.2210,,,1,-0.05,开放申购,开放赎回,,,,
2020-12-07,1.2216,1.2216,,,1,-0.93,开放申购,开放赎回,,,,
2020-12-04,1.2331,1.2331,,,1,1.09,开放申购,开放赎回,,,,
2020-12-03,1.2198,1.2198,,,1,2.05,开放申购,开放赎回,,,,
2020-12-02,1.1953,1.1953,,,1,-0.08,开放申购,开放赎回,,,,
2020-12-01,1.1963,1.1963,,,1,2.35,开放申购,开放赎回,,,,
2020-11-30,1.1688,1.1688,,,1,0.04,开放申购,开放赎回,,,,
2020-11-27,1.1683,1.1683,,,1,0.52,开放申购,开放赎回,,,,
2020-11-26,1.1623,1.1623,,,1,-0.33,开放申购,开放赎回,,,,
2020-11-25,1.1662,1.1662,,,1,-2.06,开放申购,开放赎回,,,,
2020-11-24,1.1907,1.1907,,,1,-0.65,开放申购,开放赎回,,,,
2020-11-23,1.1985,1.1985,,,1,-0.14,开放申购,开放赎回,,,,
2020-11-20,1.2002,1.2002,,,1,0.49,开放申购,开放赎回,,,,
2020-11-19,1.1944,1.1944,,,1,0.65,开放申购,开放赎回,,,,
2020-11-18,1.1867,1.1867,,,1,-1.02,开放申购,开放赎回,,,,
2020-11-17,1.1989,1.1989,,,1,-2.16,开放申购,开放赎回,,,,
2020-11-16,1.2254,1.2254,,,1,0.77,开放申购,开放赎回,,,,
