FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-12-31,1.1651,1.1651,,,1,0.73,开放申购,开放赎回,,,,
2020-12-30,1.1566,1.1566,,,1,-0.11,开放申购,开放赎回,,,,
2020-12-29,1.1579,1.1579,,,1,0.58,开放申购,开放赎回,,,,
2020-12-28,1.1512,1.1512,,,1,0.24,开放申购,开放赎回,,,,
2020-12-25,1.1485,1.1485,,,1,1.57,开放申购,开放赎回,,,,
2020-12-24,1.1308,1.1308,,,1,-1.27,开放申购,开放赎回,,,,
2020-12-23,1.1453,1.1453,,,1,-0.46,开放申购,开放赎回,,,,
2020-12-22,1.1506,1.1506,,,1,-0.04,开放申购,开放赎回,,,,
2020-12-21,1.1511,1.1511,,,1,1.65,开放申购,开放赎回,,,,
2020-12-18,1.1324,1.1324,,,1,1.92,开放申购,开放赎回,,,,
2020-12-17,1.1111,1.1111,,,1,-1.15,开放申购,开放赎回,,,,
2020-12-16,1.1240,1.1240,,,1,1.06,开放申购,开放赎回,,,,
2020-12-15,1.1122,1.1122,,,1,-0.98,开放申购,开放赎回,,,,
2020-12-14,1.1232,1.1232,,,1,1.40,开放申购,开放赎回,,,,
2020-12-11,1.1077,1.1077,,,1,1.38,开放申购,开放赎回,,,,
2020-12-10,1.0926,1.0926,,,1,-0.60,开放申购,开放赎回,,,,
2020-12-09,1.0992,1.0992,,,1,0.73,开放申购,开放赎回,,,,
2020-12-08,1.0912,1.0912,,,1,0.23,开放申购,开放赎回,,,,
2020-12-07,1.0887,1.0887,,,1,0.50,开放申购,开放赎回,,,,
2020-12-04,1.0833,1.0833,,,1,-0.09,开放申购,开放赎回,,,,
2020-12-03,1.0843,1.0843,,,1,0.56,开放申购,开放赎回,,,,
2020-12-02,1.0783,1.0783,,,1,-0.11,开放申购,开放赎回,,,,
2020-12-01,1.0795,1.0795,,,1,1.33,开放申购,开放赎回,,,,
2020-11-30,1.0653,1.0653,,,1,-0.49,开放申购,开放赎回,,,,
2020-11-27,1.0705,1.0705,,,1,0.53,开放申购,开放赎回,,,,
2020-11-26,1.0649,1.0649,,,1,0.39,开放申购,开放赎回,,,,
2020-11-25,1.0608,1.0608,,,1,0.07,开放申购,开放赎回,,,,
2020-11-24,1.0601,1.0601,,,1,0.20,开放申购,开放赎回,,,,
2020-11-23,1.0580,1.0580,,,1,0.70,开放申购,开放赎回,,,,
2020-11-20,1.0506,1.0506,,,1,1.12,开放申购,开放赎回,,,,
2020-11-19,1.0390,1.0390,,,1,0.48,开放申购,开放赎回,,,,
2020-11-18,1.0340,1.0340,,,1,0.10,开放申购,开放赎回,,,,
2020-11-17,1.0330,1.0330,,,1,1.51,开放申购,开放赎回,,,,
2020-11-16,1.0176,1.0176,,,1,-2.12,开放申购,开放赎回,,,,
2020-11-13,1.0396,1.0396,,,1,0.73,开放申购,开放赎回,,,,
2020-11-12,1.0321,1.0321,,,1,0.69,开放申购,开放赎回,,,,
2020-11-11,1.0250,1.0250,,,1,0.18,开放申购,开放赎回,,,,
2020-11-10,1.0232,1.0232,,,1,-0.43,开放申购,开放赎回,,,,
2020-11-09,1.0276,1.0276,,,1,1.30,开放申购,开放赎回,,,,
2020-11-06,1.0144,1.0144,,,1,-0.88,开放申购,开放赎回,,,,
2020-11-05,1.0234,1.0234,,,1,0.23,开放申购,开放赎回,,,,
2020-11-04,1.0211,1.0211,,,1,0.11,开放申购,开放赎回,,,,
2020-11-03,1.0200,1.0200,,,1,-0.15,开放申购,开放赎回,,,,
2020-11-02,1.0215,1.0215,,,1,0.40,开放申购,开放赎回,,,,
2020-10-30,1.0174,1.0174,,,1,0.61,开放申购,开放赎回,,,,
2020-10-29,1.0112,1.0112,,,1,0.06,开放申购,开放赎回,,,,
2020-10-28,1.0106,1.0106,,,1,-2.27,开放申购,开放赎回,,,,
2020-10-27,1.0341,1.0341,,,1,-0.09,开放申购,开放赎回,,,,
2020-10-26,1.0350,1.0350,,,1,-0.90,开放申购,开放赎回,,,,
2020-10-23,1.0444,1.0444,,,1,1.55,开放申购,开放赎回,,,,
2020-10-22,1.0285,1.0285,,,1,0.87,开放申购,开放赎回,,,,
2020-10-21,1.0196,1.0196,,,1,-0.47,开放申购,开放赎回,,,,
2020-10-20,1.0244,1.0244,,,1,0.31,开放申购,开放赎回,,,,
2020-10-19,1.0212,1.0212,,,1,-0.27,开放申购,开放赎回,,,,
2020-10-16,1.0240,1.0240,,,1,-0.05,开放申购,开放赎回,,,,
2020-10-15,1.0245,1.0245,,,1,0.75,开放申购,开放赎回,,,,
2020-10-14,1.0169,1.0169,,,1,1.44,开放申购,开放赎回,,,,
2020-10-13,1.0025,1.0025,,,1,0.69,开放申购,开放赎回,,,,
2020-10-12,0.9956,0.9956,,,1,-0.72,开放申购,开放赎回,,,,
2020-10-09,1.0028,1.0028,,,1,1.72,开放申购,开放赎回,,,,
2020-09-30,0.9858,0.9858,,,1,0.21,开放申购,开放赎回,,,,
2020-09-29,0.9837,0.9837,,,1,-0.67,开放申购,开放赎回,,,,
2020-09-28,0.9903,0.9903,,,1,0.93,限制大额申购,开放赎回,,,,
2020-09-25,0.9812,0.9812,,,1,0.44,限制大额申购,开放赎回,,,,
2020-09-24,0.9769,0.9769,,,1,-0.69,限制大额申购,开放赎回,,,,
2020-09-23,0.9837,0.9837,,,1,0.81,限制大额申购,开放赎回,,,,
2020-09-22,0.9758,0.9758,,,1,0.46,限制大额申购,开放赎回,,,,
2020-09-21,0.9713,0.9713,,,1,0.94,限制大额申购,开放赎回,,,,
2020-09-18,0.9623,0.9623,,,1,0.66,限制大额申购,开放赎回,,,,
2020-09-17,0.9560,0.9560,,,1,-0.52,限制大额申购,开放赎回,,,,
2020-09-16,0.9610,0.9610,,,1,-0.57,限制大额申购,开放赎回,,,,
2020-09-15,0.9665,0.9665,,,1,0.10,限制大额申购,开放赎回,,,,
2020-09-14,0.9655,0.9655,,,1,0.64,限制大额申购,开放赎回,,,,
2020-09-11,0.9594,0.9594,,,1,0.20,限制大额申购,开放赎回,,,,
2020-09-10,0.9575,0.9575,,,1,-0.16,限制大额申购,开放赎回,,,,
2020-09-09,0.9590,0.9590,,,1,-0.19,限制大额申购,开放赎回,,,,
2020-09-08,0.9608,0.9608,,,1,-0.07,限制大额申购,开放赎回,,,,
2020-09-07,0.9615,0.9615,,,1,-1.40,限制大额申购,开放赎回,,,,
2020-09-04,0.9752,0.9752,,,1,-0.14,限制大额申购,开放赎回,,,,
2020-09-03,0.9766,0.9766,,,1,1.32,限制大额申购,开放赎回,,,,
2020-09-02,0.9639,0.9639,,,1,-0.12,限制大额申购,开放赎回,,,,
2020-09-01,0.9651,0.9651,,,1,0.72,限制大额申购,开放赎回,,,,
2020-08-31,0.9582,0.9582,,,1,-0.01,限制大额申购,开放赎回,,,,
2020-08-28,0.9583,0.9583,,,1,0.45,限制大额申购,开放赎回,,,,
2020-08-27,0.9540,0.9540,,,1,-0.20,限制大额申购,开放赎回,,,,
2020-08-26,0.9559,0.9559,,,1,-0.30,限制大额申购,开放赎回,,,,
