FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-12-31,3.6350,4.9480,,,1,1.85,场内买入,场内卖出,,,,
2020-12-30,3.5690,4.8700,,,1,1.62,场内买入,场内卖出,,,,
2020-12-29,3.5120,4.8030,,,1,-0.17,场内买入,场内卖出,,,,
2020-12-28,3.5180,4.8100,,,1,0.31,场内买入,场内卖出,,,,
2020-12-25,3.5070,4.7970,,,1,0.66,场内买入,场内卖出,,,,
2020-12-24,3.4840,4.7700,,,1,-0.17,场内买入,场内卖出,,,,
2020-12-23,3.4900,4.7770,,,1,0.69,场内买入,场内卖出,,,,
2020-12-22,3.4660,4.7480,,,1,-1.48,场内买入,场内卖出,,,,
2020-12-21,3.5180,4.8100,,,1,0.40,场内买入,场内卖出,,,,
2020-12-18,3.5040,4.7930,,,1,-0.88,场内买入,场内卖出,,,,
2020-12-17,3.5350,4.8300,,,1,1.55,场内买入,场内卖出,,,,
2020-12-16,3.4810,4.7660,,,1,0.46,场内买入,场内卖出,,,,
2020-12-15,3.4650,4.7470,,,1,0.03,场内买入,场内卖出,,,,
2020-12-14,3.4640,4.7460,,,1,1.05,场内买入,场内卖出,,,,
2020-12-11,3.4280,4.7030,,,1,-0.95,场内买入,场内卖出,,,,
2020-12-10,3.4610,4.7420,,,1,-0.26,场内买入,场内卖出,,,,
2020-12-09,3.4700,4.7530,,,1,-0.86,场内买入,场内卖出,,,,
2020-12-08,3.5000,4.7890,,,1,-0.31,场内买入,场内卖出,,,,
2020-12-07,3.5110,4.8020,,,1,-0.90,场内买入,场内卖出,,,,
2020-12-04,3.5430,4.8400,,,1,0.11,场内买入,场内卖出,,,,
2020-12-03,3.5390,4.8350,,,1,-0.23,场内买入,场内卖出,,,,
2020-12-02,3.5470,4.8440,,,1,-0.25,场内买入,场内卖出,,,,
2020-12-01,3.5560,4.8550,,,1,2.42,场内买入,场内卖出,,,,
2020-11-30,3.4720,4.7550,,,1,-0.82,场内买入,场内卖出,0.051,0,,每份派现金0.0510元
2020-11-27,3.5520,4.7900,,,1,1.54,场内买入,场内卖出,,,,
2020-11-26,3.4980,4.7260,,,1,0.75,场内买入,场内卖出,,,,
2020-11-25,3.4720,4.6950,,,1,-0.66,场内买入,场内卖出,,,,
2020-11-24,3.4950,4.7220,,,1,-0.77,场内买入,场内卖出,,,,
2020-11-23,3.5220,4.7540,,,1,1.67,场内买入,场内卖出,,,,
2020-11-20,3.4640,4.6860,,,1,0.06,场内买入,场内卖出,,,,
2020-11-19,3.4620,4.6830,,,1,0.67,场内买入,场内卖出,,,,
2020-11-18,3.4390,4.6560,,,1,0.23,场内买入,场内卖出,,,,
2020-11-17,3.4310,4.6470,,,1,0.06,场内买入,场内卖出,,,,
2020-11-16,3.4290,4.6440,,,1,1.15,场内买入,场内卖出,,,,
2020-11-13,3.3900,4.5980,,,1,-1.74,场内买入,场内卖出,,,,
2020-11-12,3.4500,4.6690,,,1,-0.40,场内买入,场内卖出,,,,
2020-11-11,3.4640,4.6860,,,1,-0.14,场内买入,场内卖出,,,,
2020-11-10,3.4690,4.6920,,,1,-0.06,场内买入,场内卖出,,,,
2020-11-09,3.4710,4.6940,,,1,1.76,场内买入,场内卖出,,,,
2020-11-06,3.4110,4.6230,,,1,-0.32,场内买入,场内卖出,,,,
2020-11-05,3.4220,4.6360,,,1,1.12,场内买入,场内卖出,,,,
2020-11-04,3.3840,4.5910,,,1,0.74,场内买入,场内卖出,,,,
