FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-12-31,0.8559,5.4258,,,1,0.65,限制大额申购,开放赎回,,,,
2020-12-30,0.8504,5.4119,,,1,1.03,限制大额申购,开放赎回,,,,
2020-12-29,0.8417,5.3900,,,1,-0.98,限制大额申购,开放赎回,,,,
2020-12-28,0.8500,5.4109,,,1,-0.28,限制大额申购,开放赎回,,,,
2020-12-25,0.8524,5.4170,,,1,2.06,限制大额申购,开放赎回,,,,
2020-12-24,0.8352,5.3736,,,1,-0.29,限制大额申购,开放赎回,,,,
2020-12-23,0.8376,5.3796,,,1,1.05,限制大额申购,开放赎回,,,,
2020-12-22,0.8289,5.3577,,,1,-3.19,限制大额申购,开放赎回,,,,
2020-12-21,0.8562,5.4265,,,1,1.15,限制大额申购,开放赎回,,,,
2020-12-18,0.8465,5.4021,,,1,-0.38,限制大额申购,开放赎回,,,,
2020-12-17,0.8497,5.4102,,,1,2.18,限制大额申购,开放赎回,,,,
2020-12-16,0.8316,5.3645,,,1,-0.19,限制大额申购,开放赎回,,,,
2020-12-15,0.8332,5.3686,,,1,-0.37,限制大额申购,开放赎回,,,,
2020-12-14,0.8363,5.3764,,,1,0.52,限制大额申购,开放赎回,,,,
2020-12-11,0.8320,5.3655,,,1,-1.41,限制大额申购,开放赎回,,,,
2020-12-10,0.8439,5.3955,,,1,-0.48,限制大额申购,开放赎回,,,,
2020-12-09,0.8480,5.4059,,,1,-2.01,限制大额申购,开放赎回,,,,
2020-12-08,0.8654,5.4497,,,1,-0.06,限制大额申购,开放赎回,,,,
2020-12-07,0.8659,5.4510,,,1,-0.54,限制大额申购,开放赎回,,,,
2020-12-04,0.8706,5.4628,,,1,0.39,限制大额申购,开放赎回,,,,
2020-12-03,0.8672,5.4543,,,1,-0.57,限制大额申购,开放赎回,,,,
2020-12-02,0.8722,5.4669,,,1,-0.47,限制大额申购,开放赎回,,,,
2020-12-01,0.8763,5.4772,,,1,1.84,限制大额申购,开放赎回,,,,
2020-11-30,0.8605,5.4374,,,1,0.46,限制大额申购,开放赎回,,,,
2020-11-27,0.8566,5.4276,,,1,1.19,限制大额申购,开放赎回,,,,
2020-11-26,0.8465,5.4021,,,1,0.50,限制大额申购,开放赎回,,,,
2020-11-25,0.8423,5.3915,,,1,-1.92,限制大额申购,开放赎回,,,,
2020-11-24,0.8588,5.4331,,,1,0.54,限制大额申购,开放赎回,,,,
2020-11-23,0.8542,5.4215,,,1,1.56,限制大额申购,开放赎回,,,,
2020-11-20,0.8411,5.3885,,,1,1.74,限制大额申购,开放赎回,,,,
2020-11-19,0.8267,5.3522,,,1,0.05,限制大额申购,开放赎回,,,,
2020-11-18,0.8263,5.3512,,,1,0.10,限制大额申购,开放赎回,,,,
2020-11-17,0.8255,5.3491,,,1,-0.79,限制大额申购,开放赎回,,,,
2020-11-16,0.8321,5.3658,,,1,3.47,限制大额申购,开放赎回,,,,
2020-11-13,0.8042,5.2954,,,1,-0.25,限制大额申购,开放赎回,,,,
2020-11-12,0.8062,5.3005,,,1,0.26,限制大额申购,开放赎回,,,,
2020-11-11,0.8041,5.2952,,,1,-0.64,限制大额申购,开放赎回,,,,
2020-11-10,0.8093,5.3083,,,1,0.31,限制大额申购,开放赎回,,,,
2020-11-09,0.8068,5.3020,,,1,1.82,限制大额申购,开放赎回,,,,
2020-11-06,0.7924,5.2657,,,1,-0.21,限制大额申购,开放赎回,,,,
2020-11-05,0.7941,5.2700,,,1,0.79,限制大额申购,开放赎回,,,,
