FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-12-31,3.6221,6.5201,,,1,1.39,限制大额申购,开放赎回,,,,
2020-12-30,3.5726,6.4706,,,1,1.57,限制大额申购,开放赎回,,,,
2020-12-29,3.5174,6.4154,,,1,-0.64,限制大额申购,开放赎回,,,,
2020-12-28,3.5399,6.4379,,,1,0.14,限制大额申购,开放赎回,,,,
2020-12-25,3.5350,6.4330,,,1,0.73,限制大额申购,开放赎回,,,,
2020-12-24,3.5095,6.4075,,,1,-0.18,限制大额申购,开放赎回,,,,
2020-12-23,3.5157,6.4137,,,1,0.62,限制大额申购,开放赎回,,,,
2020-12-22,3.4939,6.3919,,,1,-1.38,限制大额申购,开放赎回,,,,
2020-12-21,3.5428,6.4408,,,1,1.57,限制大额申购,开放赎回,,,,
2020-12-18,3.4882,6.3862,,,1,-0.40,限制大额申购,开放赎回,,,,
2020-12-17,3.5023,6.4003,,,1,0.83,限制大额申购,开放赎回,,,,
2020-12-16,3.4734,6.3714,,,1,0.36,限制大额申购,开放赎回,,,,
2020-12-15,3.4610,6.3590,,,1,0.39,限制大额申购,开放赎回,,,,
2020-12-14,3.4477,6.3457,,,1,1.22,限制大额申购,开放赎回,,,,
2020-12-11,3.4062,6.3042,,,1,-0.93,限制大额申购,开放赎回,,,,
2020-12-10,3.4383,6.3363,,,1,0.64,限制大额申购,开放赎回,,,,
2020-12-09,3.4164,6.3144,,,1,-1.29,限制大额申购,开放赎回,,,,
2020-12-08,3.4612,6.3592,,,1,0.12,限制大额申购,开放赎回,,,,
2020-12-07,3.4571,6.3551,,,1,0.23,限制大额申购,开放赎回,,,,
2020-12-04,3.4490,6.3470,,,1,0.98,限制大额申购,开放赎回,,,,
2020-12-03,3.4156,6.3136,,,1,-0.08,限制大额申购,开放赎回,,,,
2020-12-02,3.4185,6.3165,,,1,0.13,限制大额申购,开放赎回,,,,
2020-12-01,3.4140,6.3120,,,1,1.68,限制大额申购,开放赎回,,,,
2020-11-30,3.3576,6.2556,,,1,-0.12,限制大额申购,开放赎回,,,,
2020-11-27,3.3616,6.2596,,,1,0.71,限制大额申购,开放赎回,,,,
2020-11-26,3.3379,6.2359,,,1,-0.21,限制大额申购,开放赎回,,,,
2020-11-25,3.3448,6.2428,,,1,-2.04,限制大额申购,开放赎回,,,,
2020-11-24,3.4146,6.3126,,,1,-0.92,限制大额申购,开放赎回,,,,
2020-11-23,3.4464,6.3444,,,1,1.27,限制大额申购,开放赎回,,,,
2020-11-20,3.4033,6.3013,,,1,0.80,限制大额申购,开放赎回,,,,
2020-11-19,3.3764,6.2744,,,1,0.77,限制大额申购,开放赎回,,,,
2020-11-18,3.3505,6.2485,,,1,-0.46,限制大额申购,开放赎回,,,,
2020-11-17,3.3660,6.2640,,,1,-1.15,限制大额申购,开放赎回,,,,
2020-11-16,3.4053,6.3033,,,1,1.30,限制大额申购,开放赎回,,,,
2020-11-13,3.3615,6.2595,,,1,-0.36,限制大额申购,开放赎回,,,,
2020-11-12,3.3735,6.2715,,,1,0.42,限制大额申购,开放赎回,,,,
2020-11-11,3.3593,6.2573,,,1,-1.79,限制大额申购,开放赎回,,,,
2020-11-10,3.4206,6.3186,,,1,-0.71,限制大额申购,开放赎回,,,,
2020-11-09,3.4451,6.3431,,,1,1.40,限制大额申购,开放赎回,,,,
2020-11-06,3.3975,6.2955,,,1,-1.60,限制大额申购,开放赎回,,,,
2020-11-05,3.4527,6.3507,,,1,0.74,限制大额申购,开放赎回,,,,
2020-11-04,3.4274,6.3254,,,1,1.02,限制大额申购,开放赎回,,,,
2020-11-03,3.3927,6.2907,,,1,1.13,限制大额申购,开放赎回,,,,
2020-11-02,3.3549,6.2529,,,1,1.11,限制大额申购,开放赎回,,,,
2020-10-30,3.3180,6.2160,,,1,-1.96,限制大额申购,开放赎回,,,,
2020-10-29,3.3845,6.2825,,,1,1.15,限制大额申购,开放赎回,,,,
2020-10-28,3.3460,6.2440,,,1,0.80,限制大额申购,开放赎回,,,,
2020-10-27,3.3193,6.2173,,,1,0.95,限制大额申购,开放赎回,,,,
2020-10-26,3.2882,6.1862,,,1,0.40,限制大额申购,开放赎回,,,,
2020-10-23,3.2750,6.1730,,,1,-2.07,限制大额申购,开放赎回,,,,
2020-10-22,3.3443,6.2423,,,1,-1.37,限制大额申购,开放赎回,,,,
2020-10-21,3.3907,6.2887,,,1,-0.47,限制大额申购,开放赎回,,,,
2020-10-20,3.4066,6.3046,,,1,0.85,限制大额申购,开放赎回,,,,
2020-10-19,3.3780,6.2760,,,1,-0.68,限制大额申购,开放赎回,,,,
2020-10-16,3.4012,6.2992,,,1,-0.39,限制大额申购,开放赎回,,,,
2020-10-15,3.4145,6.3125,,,1,-0.78,限制大额申购,开放赎回,,,,
2020-10-14,3.4415,6.3395,,,1,-0.07,限制大额申购,开放赎回,,,,
2020-10-13,3.4439,6.3419,,,1,0.86,限制大额申购,开放赎回,,,,
2020-10-12,3.4145,6.3125,,,1,2.78,限制大额申购,开放赎回,,,,
2020-10-09,3.3223,6.2203,,,1,2.93,限制大额申购,开放赎回,,,,
2020-09-30,3.2276,6.1256,,,1,0.30,限制大额申购,开放赎回,,,,
2020-09-29,3.2178,6.1158,,,1,0.61,限制大额申购,开放赎回,,,,
2020-09-28,3.1982,6.0962,,,1,0.00,限制大额申购,开放赎回,,,,
2020-09-25,3.1983,6.0963,,,1,-0.05,限制大额申购,开放赎回,,,,
2020-09-24,3.1999,6.0979,,,1,-2.09,限制大额申购,开放赎回,,,,
2020-09-23,3.2681,6.1661,,,1,1.28,限制大额申购,开放赎回,,,,
2020-09-22,3.2268,6.1248,,,1,-0.89,限制大额申购,开放赎回,,,,
