FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-12-31,5.2740,5.2740,,,1,1.60,开放申购,开放赎回,,,,
2020-12-30,5.1910,5.1910,,,1,1.55,开放申购,开放赎回,,,,
2020-12-29,5.1120,5.1120,,,1,-0.78,开放申购,开放赎回,,,,
2020-12-28,5.1520,5.1520,,,1,3.06,开放申购,开放赎回,,,,
2020-12-25,4.9990,4.9990,,,1,0.20,开放申购,开放赎回,,,,
2020-12-24,4.9890,4.9890,,,1,-0.70,开放申购,开放赎回,,,,
2020-12-23,5.0240,5.0240,,,1,0.22,开放申购,开放赎回,,,,
2020-12-22,5.0130,5.0130,,,1,0.58,开放申购,开放赎回,,,,
2020-12-21,4.9840,4.9840,,,1,0.61,开放申购,开放赎回,,,,
2020-12-18,4.9540,4.9540,,,1,-0.20,开放申购,开放赎回,,,,
2020-12-17,4.9640,4.9640,,,1,1.78,开放申购,开放赎回,,,,
2020-12-16,4.8770,4.8770,,,1,1.22,开放申购,开放赎回,,,,
2020-12-15,4.8180,4.8180,,,1,-0.17,开放申购,开放赎回,,,,
2020-12-14,4.8260,4.8260,,,1,2.44,开放申购,开放赎回,,,,
2020-12-11,4.7110,4.7110,,,1,0.47,开放申购,开放赎回,,,,
2020-12-10,4.6890,4.6890,,,1,0.54,开放申购,开放赎回,,,,
2020-12-09,4.6640,4.6640,,,1,-0.74,开放申购,开放赎回,,,,
2020-12-08,4.6990,4.6990,,,1,0.30,开放申购,开放赎回,,,,
2020-12-07,4.6850,4.6850,,,1,0.32,开放申购,开放赎回,,,,
2020-12-04,4.6700,4.6700,,,1,1.43,开放申购,开放赎回,,,,
2020-12-03,4.6040,4.6040,,,1,0.77,开放申购,开放赎回,,,,
2020-12-02,4.5690,4.5690,,,1,0.26,开放申购,开放赎回,,,,
2020-12-01,4.5570,4.5570,,,1,0.93,开放申购,开放赎回,,,,
2020-11-30,4.5150,4.5150,,,1,-1.93,开放申购,开放赎回,,,,
2020-11-27,4.6040,4.6040,,,1,0.74,开放申购,开放赎回,,,,
2020-11-26,4.5700,4.5700,,,1,0.15,开放申购,开放赎回,,,,
2020-11-25,4.5630,4.5630,,,1,-2.48,开放申购,开放赎回,,,,
2020-11-24,4.6790,4.6790,,,1,-0.34,开放申购,开放赎回,,,,
2020-11-23,4.6950,4.6950,,,1,0.88,开放申购,开放赎回,,,,
2020-11-20,4.6540,4.6540,,,1,1.02,开放申购,开放赎回,,,,
2020-11-19,4.6070,4.6070,,,1,1.54,开放申购,开放赎回,,,,
2020-11-18,4.5370,4.5370,,,1,-1.46,开放申购,开放赎回,,,,
2020-11-17,4.6040,4.6040,,,1,-0.78,开放申购,开放赎回,,,,
2020-11-16,4.6400,4.6400,,,1,2.27,开放申购,开放赎回,,,,
2020-11-13,4.5370,4.5370,,,1,-1.90,开放申购,开放赎回,,,,
2020-11-12,4.6250,4.6250,,,1,1.72,开放申购,开放赎回,,,,
2020-11-11,4.5470,4.5470,,,1,-0.44,开放申购,开放赎回,,,,
2020-11-10,4.5670,4.5670,,,1,0.77,开放申购,开放赎回,,,,
2020-11-09,4.5320,4.5320,,,1,1.00,开放申购,开放赎回,,,,
2020-11-06,4.4870,4.4870,,,1,0.58,开放申购,开放赎回,,,,
2020-11-05,4.4610,4.4610,,,1,1.80,开放申购,开放赎回,,,,
2020-11-04,4.3820,4.3820,,,1,1.32,开放申购,开放赎回,,,,
2020-11-03,4.3250,4.3250,,,1,0.32,开放申购,开放赎回,,,,
2020-11-02,4.3110,4.3110,,,1,1.32,开放申购,开放赎回,,,,
2020-10-30,4.2550,4.2550,,,1,-3.23,开放申购,开放赎回,,,,
2020-10-29,4.3970,4.3970,,,1,2.95,开放申购,开放赎回,,,,
2020-10-28,4.2710,4.2710,,,1,3.11,开放申购,开放赎回,,,,
2020-10-27,4.1420,4.1420,,,1,0.07,开放申购,开放赎回,,,,
2020-10-26,4.1390,4.1390,,,1,-0.96,开放申购,开放赎回,,,,
2020-10-23,4.1790,4.1790,,,1,-1.67,开放申购,开放赎回,,,,
2020-10-22,4.2500,4.2500,,,1,0.43,开放申购,开放赎回,,,,
2020-10-21,4.2320,4.2320,,,1,0.19,开放申购,开放赎回,,,,
2020-10-20,4.2240,4.2240,,,1,2.05,开放申购,开放赎回,,,,
2020-10-19,4.1390,4.1390,,,1,-1.05,开放申购,开放赎回,,,,
2020-10-16,4.1830,4.1830,,,1,-1.51,开放申购,开放赎回,,,,
2020-10-15,4.2470,4.2470,,,1,-0.33,开放申购,开放赎回,,,,
2020-10-14,4.2610,4.2610,,,1,-0.61,开放申购,开放赎回,,,,
2020-10-13,4.2870,4.2870,,,1,0.80,开放申购,开放赎回,,,,
2020-10-12,4.2530,4.2530,,,1,3.15,开放申购,开放赎回,,,,
2020-10-09,4.1230,4.1230,,,1,0.98,开放申购,开放赎回,,,,
2020-09-30,4.0830,4.0830,,,1,0.67,开放申购,开放赎回,,,,
2020-09-29,4.0560,4.0560,,,1,0.00,开放申购,开放赎回,,,,
2020-09-28,4.0560,4.0560,,,1,0.32,开放申购,开放赎回,,,,
2020-09-25,4.0430,4.0430,,,1,0.02,开放申购,开放赎回,,,,
2020-09-24,4.0420,4.0420,,,1,-1.34,开放申购,开放赎回,,,,
2020-09-23,4.0970,4.0970,,,1,0.22,开放申购,开放赎回,,,,
2020-09-22,4.0880,4.0880,,,1,-0.78,开放申购,开放赎回,,,,
2020-09-21,4.1200,4.1200,,,1,-1.13,开放申购,开放赎回,,,,
