FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2015-12-31,1.0640,1.2740,,,1,-0.56,限制大额申购,开放赎回,,,,
2015-12-30,1.0700,1.2800,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-12-29,1.0720,1.2820,,,1,-0.09,限制大额申购,开放赎回,,,,
2015-12-28,1.0730,1.2830,,,1,-1.38,限制大额申购,开放赎回,,,,
2015-12-25,1.0880,1.2980,,,1,0.18,限制大额申购,开放赎回,,,,
2015-12-24,1.0860,1.2960,,,1,0.09,限制大额申购,开放赎回,,,,
2015-12-23,1.0850,1.2950,,,1,-0.37,限制大额申购,开放赎回,,,,
2015-12-22,1.0890,1.2990,,,1,0.28,限制大额申购,开放赎回,,,,
2015-12-21,1.0860,1.2960,,,1,0.28,限制大额申购,开放赎回,,,,
2015-12-18,1.0830,1.2930,,,1,-0.73,限制大额申购,开放赎回,,,,
2015-12-17,1.0910,1.3010,,,1,0.83,限制大额申购,开放赎回,,,,
2015-12-16,1.0820,1.2920,,,1,0.74,限制大额申购,开放赎回,,,,
2015-12-15,1.0740,1.2840,,,1,0.19,限制大额申购,开放赎回,,,,
2015-12-14,1.0720,1.2820,,,1,0.75,限制大额申购,开放赎回,,,,
2015-12-11,1.0640,1.2740,,,1,-0.84,限制大额申购,开放赎回,,,,
2015-12-10,1.0730,1.2830,,,1,-0.46,限制大额申购,开放赎回,,,,
2015-12-09,1.0780,1.2880,,,1,-1.28,限制大额申购,开放赎回,,,,
2015-12-08,1.0920,1.3020,,,1,-1.36,限制大额申购,开放赎回,,,,
2015-12-07,1.1070,1.3170,,,1,3.85,限制大额申购,开放赎回,,,,
2015-12-04,1.0660,1.2760,,,1,-0.47,限制大额申购,开放赎回,,,,
2015-12-03,1.0710,1.2810,,,1,0.94,限制大额申购,开放赎回,,,,
2015-12-02,1.0610,1.2710,,,1,0.09,限制大额申购,开放赎回,,,,
2015-12-01,1.0600,1.2700,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-11-30,1.0620,1.2720,,,1,0.00,限制大额申购,开放赎回,,,,
2015-11-27,1.0620,1.2720,,,1,-2.30,限制大额申购,开放赎回,,,,
2015-11-26,1.0870,1.2970,,,1,0.09,限制大额申购,开放赎回,,,,
2015-11-25,1.0860,1.2960,,,1,0.65,限制大额申购,开放赎回,,,,
2015-11-24,1.0790,1.2890,,,1,-0.46,开放申购,开放赎回,,,,
2015-11-23,1.0840,1.2940,,,1,-0.64,开放申购,开放赎回,,,,
2015-11-20,1.0910,1.3010,,,1,0.09,开放申购,开放赎回,,,,
2015-11-19,1.0900,1.3000,,,1,2.25,开放申购,开放赎回,,,,
2015-11-18,1.0660,1.2760,,,1,-1.39,开放申购,开放赎回,,,,
2015-11-17,1.0810,1.2910,,,1,-1.10,开放申购,开放赎回,,,,
2015-11-16,1.0930,1.3030,,,1,0.55,开放申购,开放赎回,,,,
2015-11-13,1.0870,1.2970,,,1,-1.90,开放申购,开放赎回,,,,
2015-11-12,1.1080,1.3180,,,1,0.09,开放申购,开放赎回,,,,
2015-11-11,1.1070,1.3170,,,1,0.55,开放申购,开放赎回,,,,
2015-11-10,1.1010,1.3110,,,1,1.47,开放申购,开放赎回,,,,
2015-11-09,1.0850,1.2950,,,1,-0.28,开放申购,开放赎回,,,,
2015-11-06,1.0880,1.2980,,,1,2.93,开放申购,开放赎回,,,,
2015-11-05,1.0570,1.2670,,,1,0.09,开放申购,开放赎回,,,,
2015-11-04,1.0560,1.2660,,,1,3.02,开放申购,开放赎回,,,,
2015-11-03,1.0250,1.2350,,,1,-0.19,开放申购,开放赎回,,,,
2015-11-02,1.0270,1.2370,,,1,-1.82,开放申购,开放赎回,,,,
2015-10-30,1.0460,1.2560,,,1,0.97,开放申购,开放赎回,,,,
2015-10-29,1.0360,1.2460,,,1,0.39,开放申购,开放赎回,,,,
2015-10-28,1.0320,1.2420,,,1,-1.62,开放申购,开放赎回,,,,
2015-10-27,1.0490,1.2590,,,1,0.67,开放申购,开放赎回,,,,
2015-10-26,1.0420,1.2520,,,1,2.06,开放申购,开放赎回,,,,
2015-10-23,1.0210,1.2310,,,1,1.09,开放申购,开放赎回,,,,
2015-10-22,1.0100,1.2200,,,1,1.41,开放申购,开放赎回,,,,
2015-10-21,0.9960,1.2060,,,1,-2.64,开放申购,开放赎回,,,,
2015-10-20,1.0230,1.2330,,,1,0.99,开放申购,开放赎回,,,,
2015-10-19,1.0130,1.2230,,,1,-0.69,开放申购,开放赎回,,,,
2015-10-16,1.0200,1.2300,,,1,2.00,开放申购,开放赎回,,,,
2015-10-15,1.0000,1.2100,,,1,1.63,开放申购,开放赎回,,,,
2015-10-14,0.9840,1.1940,,,1,-0.71,开放申购,开放赎回,,,,
2015-10-13,0.9910,1.2010,,,1,1.02,开放申购,开放赎回,,,,
2015-10-12,0.9810,1.1910,,,1,2.08,开放申购,开放赎回,,,,
2015-10-09,0.9610,1.1710,,,1,0.31,开放申购,开放赎回,,,,
2015-10-08,0.9580,1.1680,,,1,1.38,开放申购,开放赎回,,,,
2015-09-30,0.9450,1.1550,,,1,0.00,开放申购,开放赎回,,,,
2015-09-29,0.9450,1.1550,,,1,-0.53,开放申购,开放赎回,,,,
2015-09-28,0.9500,1.1600,,,1,0.42,开放申购,开放赎回,,,,
2015-09-25,0.9460,1.1560,,,1,-1.25,开放申购,开放赎回,,,,
2015-09-24,0.9580,1.1680,,,1,0.52,开放申购,开放赎回,,,,
2015-09-23,0.9530,1.1630,,,1,-1.24,开放申购,开放赎回,,,,
2015-09-22,0.9650,1.1750,,,1,0.42,开放申购,开放赎回,,,,
2015-09-21,0.9610,1.1710,,,1,2.67,开放申购,开放赎回,,,,
2015-09-18,0.9360,1.1460,,,1,0.54,开放申购,开放赎回,,,,
2015-09-17,0.9310,1.1410,,,1,-0.96,开放申购,开放赎回,,,,
2015-09-16,0.9400,1.1500,,,1,3.30,开放申购,开放赎回,,,,
2015-09-15,0.9100,1.1200,,,1,-1.94,开放申购,开放赎回,,,,
2015-09-14,0.9280,1.1380,,,1,-3.43,开放申购,开放赎回,,,,
2015-09-11,0.9610,1.1710,,,1,1.05,开放申购,开放赎回,,,,
2015-09-10,0.9510,1.1610,,,1,-2.06,开放申购,开放赎回,,,,
2015-09-09,0.9710,1.1810,,,1,2.00,开放申购,开放赎回,,,,
2015-09-08,0.9520,1.1620,,,1,2.92,开放申购,开放赎回,,,,
2015-09-07,0.9250,1.1350,,,1,0.87,开放申购,开放赎回,,,,
2015-09-02,0.9170,1.1270,,,1,-0.97,开放申购,开放赎回,,,,
2015-09-01,0.9260,1.1360,,,1,-2.32,开放申购,开放赎回,,,,
2015-08-31,0.9480,1.1580,,,1,-2.37,开放申购,开放赎回,,,,
2015-08-28,0.9710,1.1810,,,1,2.97,开放申购,开放赎回,,,,
2015-08-27,0.9430,1.1530,,,1,3.17,开放申购,开放赎回,,,,
2015-08-26,0.9140,1.1240,,,1,0.77,开放申购,开放赎回,,,,
2015-08-25,0.9070,1.1170,,,1,-2.05,开放申购,开放赎回,,,,
2015-08-24,0.9260,1.1360,,,1,-7.21,开放申购,开放赎回,,,,
2015-08-21,0.9980,1.2080,,,1,-2.63,开放申购,开放赎回,,,,
2015-08-20,1.0250,1.2350,,,1,-2.66,开放申购,开放赎回,,,,
2015-08-19,1.0530,1.2630,,,1,1.06,开放申购,开放赎回,,,,
2015-08-18,1.0420,1.2520,,,1,-6.80,开放申购,开放赎回,,,,
2015-08-17,1.1180,1.3280,,,1,-0.45,开放申购,开放赎回,,,,
2015-08-14,1.1230,1.3330,,,1,-0.18,开放申购,开放赎回,,,,
2015-08-13,1.1250,1.3350,,,1,2.09,开放申购,开放赎回,,,,
2015-08-12,1.1020,1.3120,,,1,-1.78,开放申购,开放赎回,,,,
2015-08-11,1.1220,1.3320,,,1,-2.69,开放申购,开放赎回,,,,
2015-08-10,1.1530,1.3630,,,1,5.10,开放申购,开放赎回,,,,
2015-08-07,1.0970,1.3070,,,1,3.10,开放申购,开放赎回,,,,
2015-08-06,1.0640,1.2740,,,1,-0.19,开放申购,开放赎回,,,,
2015-08-05,1.0660,1.2760,,,1,-0.84,开放申购,开放赎回,,,,
2015-08-04,1.0750,1.2850,,,1,4.27,开放申购,开放赎回,,,,
2015-08-03,1.0310,1.2410,,,1,-1.62,开放申购,开放赎回,,,,
2015-07-31,1.0480,1.2580,,,1,-1.32,开放申购,开放赎回,,,,
2015-07-30,1.0620,1.2720,,,1,-2.48,开放申购,开放赎回,,,,
2015-07-29,1.0890,1.2990,,,1,1.87,开放申购,开放赎回,,,,
2015-07-28,1.0690,1.2790,,,1,-0.28,开放申购,开放赎回,,,,
2015-07-27,1.0720,1.2820,,,1,-6.54,开放申购,开放赎回,,,,
2015-07-24,1.1470,1.3570,,,1,-2.38,开放申购,开放赎回,,,,
