FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2015-12-31,1.0530,1.2630,,,1,-0.57,限制大额申购,开放赎回,,,,
2015-12-30,1.0590,1.2690,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-12-29,1.0610,1.2710,,,1,-0.09,限制大额申购,开放赎回,,,,
2015-12-28,1.0620,1.2720,,,1,-1.39,限制大额申购,开放赎回,,,,
2015-12-25,1.0770,1.2870,,,1,0.28,限制大额申购,开放赎回,,,,
2015-12-24,1.0740,1.2840,,,1,0.00,限制大额申购,开放赎回,,,,
2015-12-23,1.0740,1.2840,,,1,-0.37,限制大额申购,开放赎回,,,,
2015-12-22,1.0780,1.2880,,,1,0.28,限制大额申购,开放赎回,,,,
2015-12-21,1.0750,1.2850,,,1,0.28,限制大额申购,开放赎回,,,,
2015-12-18,1.0720,1.2820,,,1,-0.74,限制大额申购,开放赎回,,,,
2015-12-17,1.0800,1.2900,,,1,0.93,限制大额申购,开放赎回,,,,
2015-12-16,1.0700,1.2800,,,1,0.66,限制大额申购,开放赎回,,,,
2015-12-15,1.0630,1.2730,,,1,0.19,限制大额申购,开放赎回,,,,
2015-12-14,1.0610,1.2710,,,1,0.76,限制大额申购,开放赎回,,,,
2015-12-11,1.0530,1.2630,,,1,-0.85,限制大额申购,开放赎回,,,,
2015-12-10,1.0620,1.2720,,,1,-0.47,限制大额申购,开放赎回,,,,
2015-12-09,1.0670,1.2770,,,1,-1.20,限制大额申购,开放赎回,,,,
2015-12-08,1.0800,1.2900,,,1,-1.37,限制大额申购,开放赎回,,,,
2015-12-07,1.0950,1.3050,,,1,3.79,限制大额申购,开放赎回,,,,
2015-12-04,1.0550,1.2650,,,1,-0.47,限制大额申购,开放赎回,,,,
2015-12-03,1.0600,1.2700,,,1,0.95,限制大额申购,开放赎回,,,,
2015-12-02,1.0500,1.2600,,,1,0.10,限制大额申购,开放赎回,,,,
2015-12-01,1.0490,1.2590,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-11-30,1.0510,1.2610,,,1,0.00,限制大额申购,开放赎回,,,,
2015-11-27,1.0510,1.2610,,,1,-2.32,限制大额申购,开放赎回,,,,
2015-11-26,1.0760,1.2860,,,1,0.09,限制大额申购,开放赎回,,,,
2015-11-25,1.0750,1.2850,,,1,0.66,限制大额申购,开放赎回,,,,
2015-11-24,1.0680,1.2780,,,1,-0.37,开放申购,开放赎回,,,,
2015-11-23,1.0720,1.2820,,,1,-0.65,开放申购,开放赎回,,,,
2015-11-20,1.0790,1.2890,,,1,0.00,开放申购,开放赎回,,,,
2015-11-19,1.0790,1.2890,,,1,2.27,开放申购,开放赎回,,,,
2015-11-18,1.0550,1.2650,,,1,-1.40,开放申购,开放赎回,,,,
2015-11-17,1.0700,1.2800,,,1,-1.02,开放申购,开放赎回,,,,
2015-11-16,1.0810,1.2910,,,1,0.46,开放申购,开放赎回,,,,
