FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2008-12-31,0.7791,2.4891,,,1,0.22,开放申购,开放赎回,,,,
2008-12-30,0.7774,2.4874,,,1,0.50,开放申购,开放赎回,,,,
2008-12-29,0.7735,2.4835,,,1,0.18,开放申购,开放赎回,,,,
2008-12-26,0.7721,2.4821,,,1,-0.10,开放申购,开放赎回,,,,
2008-12-25,0.7729,2.4829,,,1,0.01,开放申购,开放赎回,,,,
2008-12-24,0.7728,2.4828,,,1,-1.14,开放申购,开放赎回,,,,
2008-12-23,0.7817,2.4917,,,1,-2.63,开放申购,开放赎回,,,,
2008-12-22,0.8028,2.5128,,,1,0.58,开放申购,开放赎回,,,,
2008-12-19,0.7982,2.5082,,,1,1.18,开放申购,开放赎回,,,,
2008-12-18,0.7889,2.4989,,,1,0.73,开放申购,开放赎回,,,,
2008-12-17,0.7832,2.4932,,,1,1.12,开放申购,开放赎回,,,,
2008-12-16,0.7745,2.4845,,,1,0.39,开放申购,开放赎回,,,,
2008-12-15,0.7715,2.4815,,,1,1.38,开放申购,开放赎回,,,,
2008-12-12,0.7610,2.4710,,,1,-1.05,开放申购,开放赎回,,,,
2008-12-11,0.7691,2.4791,,,1,-1.23,开放申购,开放赎回,,,,
2008-12-10,0.7787,2.4887,,,1,1.87,开放申购,开放赎回,,,,
2008-12-09,0.7644,2.4744,,,1,-1.41,开放申购,开放赎回,,,,
2008-12-08,0.7753,2.4853,,,1,2.26,开放申购,开放赎回,,,,
2008-12-05,0.7582,2.4682,,,1,0.69,开放申购,开放赎回,,,,
2008-12-04,0.7530,2.4630,,,1,-0.01,开放申购,开放赎回,,,,
2008-12-03,0.7531,2.4631,,,1,2.13,开放申购,开放赎回,,,,
2008-12-02,0.7374,2.4474,,,1,1.15,开放申购,开放赎回,,,,
2008-12-01,0.7290,2.4390,,,1,2.40,开放申购,开放赎回,,,,
2008-11-28,0.7119,2.4219,,,1,-0.06,开放申购,开放赎回,,,,
2008-11-27,0.7123,2.4223,,,1,0.88,开放申购,开放赎回,,,,
2008-11-26,0.7061,2.4161,,,1,0.36,开放申购,开放赎回,,,,
2008-11-25,0.7036,2.4136,,,1,-0.41,开放申购,开放赎回,,,,
2008-11-24,0.7065,2.4165,,,1,-1.96,开放申购,开放赎回,,,,
2008-11-21,0.7206,2.4306,,,1,-1.03,开放申购,开放赎回,,,,
2008-11-20,0.7281,2.4381,,,1,0.68,开放申购,开放赎回,,,,
2008-11-19,0.7232,2.4332,,,1,4.04,开放申购,开放赎回,,,,
2008-11-18,0.6951,2.4051,,,1,-4.43,开放申购,开放赎回,,,,
2008-11-17,0.7273,2.4373,,,1,3.68,开放申购,开放赎回,,,,
2008-11-14,0.7015,2.4115,,,1,3.34,开放申购,开放赎回,,,,
2008-11-13,0.6788,2.3888,,,1,1.72,开放申购,开放赎回,0.43,0,,每份派现金0.4300元
2008-11-12,1.0901,2.3701,,,1,-0.06,开放申购,开放赎回,,,,
2008-11-11,1.0907,2.3707,,,1,-0.75,开放申购,开放赎回,,,,
2008-11-10,1.0989,2.3789,,,1,3.13,开放申购,开放赎回,,,,
2008-11-07,1.0656,2.3456,,,1,0.48,开放申购,开放赎回,,,,
2008-11-06,1.0605,2.3405,,,1,-0.53,开放申购,开放赎回,,,,
2008-11-05,1.0662,2.3462,,,1,1.41,开放申购,开放赎回,,,,
2008-11-04,1.0514,2.3314,,,1,-0.45,开放申购,开放赎回,,,,
2008-11-03,1.0562,2.3362,,,1,-0.55,开放申购,开放赎回,,,,
2008-10-31,1.0620,2.3420,,,1,-0.69,开放申购,开放赎回,,,,
2008-10-30,1.0694,2.3494,,,1,0.76,开放申购,开放赎回,,,,
2008-10-29,1.0613,2.3413,,,1,-0.64,开放申购,开放赎回,,,,
2008-10-28,1.0681,2.3481,,,1,0.91,开放申购,开放赎回,,,,
2008-10-27,1.0585,2.3385,,,1,-3.01,开放申购,开放赎回,,,,
2008-10-24,1.0913,2.3713,,,1,-0.18,开放申购,开放赎回,,,,
2008-10-23,1.0933,2.3733,,,1,0.44,开放申购,开放赎回,,,,
2008-10-22,1.0885,2.3685,,,1,-0.77,开放申购,开放赎回,,,,
2008-10-21,1.0970,2.3770,,,1,0.38,开放申购,开放赎回,,,,
2008-10-20,1.0929,2.3729,,,1,0.83,开放申购,开放赎回,,,,
2008-10-17,1.0839,2.3639,,,1,0.27,开放申购,开放赎回,,,,
2008-10-16,1.0810,2.3610,,,1,-2.20,开放申购,开放赎回,,,,
2008-10-15,1.1053,2.3853,,,1,-0.99,开放申购,开放赎回,,,,
2008-10-14,1.1163,2.3963,,,1,-0.68,开放申购,开放赎回,,,,
2008-10-13,1.1239,2.4039,,,1,0.19,开放申购,开放赎回,,,,
2008-10-10,1.1218,2.4018,,,1,-2.67,开放申购,开放赎回,,,,
2008-10-09,1.1526,2.4326,,,1,-1.14,开放申购,开放赎回,,,,
2008-10-08,1.1659,2.4459,,,1,-1.41,开放申购,开放赎回,,,,
2008-10-07,1.1826,2.4626,,,1,-0.30,开放申购,开放赎回,,,,
2008-10-06,1.1862,2.4662,,,1,-2.45,开放申购,开放赎回,,,,
2008-09-30,1.2160,2.4960,,,0,-0.01,开放申购,开放赎回,,,,
