FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2008-12-31,4.6870,4.9670,,,1,-1.37,暂停申购,开放赎回,,,,
2008-12-30,4.7520,5.0320,,,1,-0.15,暂停申购,开放赎回,,,,
2008-12-29,4.7590,5.0390,,,1,-0.15,暂停申购,开放赎回,,,,
2008-12-26,4.7660,5.0460,,,1,-0.25,暂停申购,开放赎回,,,,
2008-12-25,4.7780,5.0580,,,1,-0.04,暂停申购,开放赎回,,,,
2008-12-24,4.7800,5.0600,,,1,-1.26,暂停申购,开放赎回,,,,
2008-12-23,4.8410,5.1210,,,1,-3.41,暂停申购,开放赎回,,,,
2008-12-22,5.0120,5.2920,,,1,0.32,暂停申购,开放赎回,,,,
2008-12-19,4.9960,5.2760,,,1,0.46,暂停申购,开放赎回,,,,
2008-12-18,4.9730,5.2530,,,1,1.04,暂停申购,开放赎回,,,,
2008-12-17,4.9220,5.2020,,,1,0.39,暂停申购,开放赎回,,,,
2008-12-16,4.9030,5.1830,,,1,1.13,暂停申购,开放赎回,,,,
2008-12-15,4.8480,5.1280,,,1,0.87,暂停申购,开放赎回,,,,
2008-12-12,4.8060,5.0860,,,1,-2.10,暂停申购,开放赎回,,,,
2008-12-11,4.9090,5.1890,,,1,-0.95,暂停申购,开放赎回,,,,
2008-12-10,4.9560,5.2360,,,1,1.37,暂停申购,开放赎回,,,,
2008-12-09,4.8890,5.1690,,,1,-0.31,暂停申购,开放赎回,,,,
2008-12-08,4.9040,5.1840,,,1,2.27,暂停申购,开放赎回,,,,
2008-12-05,4.7950,5.0750,,,1,1.35,暂停申购,开放赎回,,,,
2008-12-04,4.7310,5.0110,,,1,0.40,暂停申购,开放赎回,,,,
2008-12-03,4.7120,4.9920,,,1,2.84,暂停申购,开放赎回,,,,
2008-12-02,4.5820,4.8620,,,1,0.61,暂停申购,开放赎回,,,,
2008-12-01,4.5540,4.8340,,,1,2.15,暂停申购,开放赎回,,,,
2008-11-28,4.4580,4.7380,,,1,-0.80,暂停申购,开放赎回,,,,
2008-11-27,4.4940,4.7740,,,1,1.44,暂停申购,开放赎回,,,,
2008-11-26,4.4300,4.7100,,,1,-0.02,暂停申购,开放赎回,,,,
2008-11-25,4.4310,4.7110,,,1,-0.38,暂停申购,开放赎回,,,,
2008-11-24,4.4480,4.7280,,,1,-2.07,暂停申购,开放赎回,,,,
2008-11-21,4.5420,4.8220,,,1,-0.44,暂停申购,开放赎回,,,,
2008-11-20,4.5620,4.8420,,,1,0.07,暂停申购,开放赎回,,,,
2008-11-19,4.5590,4.8390,,,1,3.68,暂停申购,开放赎回,,,,
2008-11-18,4.3970,4.6770,,,1,-4.39,暂停申购,开放赎回,,,,
2008-11-17,4.5990,4.8790,,,1,2.31,暂停申购,开放赎回,,,,
2008-11-14,4.4950,4.7750,,,1,2.42,暂停申购,开放赎回,,,,
2008-11-13,4.3890,4.6690,,,1,3.00,暂停申购,开放赎回,,,,
2008-11-12,4.2610,4.5410,,,1,1.28,暂停申购,开放赎回,,,,
2008-11-11,4.2070,4.4870,,,1,0.55,暂停申购,开放赎回,,,,
2008-11-10,4.1840,4.4640,,,1,4.16,暂停申购,开放赎回,,,,
2008-11-07,4.0170,4.2970,,,1,0.37,暂停申购,开放赎回,,,,
2008-11-06,4.0020,4.2820,,,1,-1.89,暂停申购,开放赎回,,,,
2008-11-05,4.0790,4.3590,,,1,1.85,暂停申购,开放赎回,,,,
2008-11-04,4.0050,4.2850,,,1,-1.96,暂停申购,开放赎回,,,,
2008-11-03,4.0850,4.3650,,,1,-0.87,暂停申购,开放赎回,,,,
2008-10-31,4.1210,4.4010,,,1,-0.91,暂停申购,开放赎回,,,,
2008-10-30,4.1590,4.4390,,,1,1.09,暂停申购,开放赎回,,,,
2008-10-29,4.1140,4.3940,,,1,-1.58,暂停申购,开放赎回,,,,
2008-10-28,4.1800,4.4600,,,1,1.53,暂停申购,开放赎回,,,,
2008-10-27,4.1170,4.3970,,,1,-4.14,暂停申购,开放赎回,,,,
2008-10-24,4.2950,4.5750,,,1,-0.92,暂停申购,开放赎回,,,,
2008-10-23,4.3350,4.6150,,,1,1.19,暂停申购,开放赎回,,,,
2008-10-22,4.2840,4.5640,,,1,-0.70,暂停申购,开放赎回,,,,
2008-10-21,4.3140,4.5940,,,1,0.28,暂停申购,开放赎回,,,,
2008-10-20,4.3020,4.5820,,,1,2.06,暂停申购,开放赎回,,,,
2008-10-17,4.2150,4.4950,,,1,0.57,暂停申购,开放赎回,,,,
2008-10-16,4.1910,4.4710,,,1,-2.83,暂停申购,开放赎回,,,,
2008-10-15,4.3130,4.5930,,,1,-0.83,暂停申购,开放赎回,,,,
2008-10-14,4.3490,4.6290,,,1,-1.34,暂停申购,开放赎回,,,,
2008-10-13,4.4080,4.6880,,,1,0.78,暂停申购,开放赎回,,,,
2008-10-10,4.3740,4.6540,,,1,-2.95,暂停申购,开放赎回,,,,
2008-10-09,4.5070,4.7870,,,1,-1.03,暂停申购,开放赎回,,,,
2008-10-08,4.5540,4.8340,,,1,-1.19,暂停申购,开放赎回,,,,
2008-10-07,4.6090,4.8890,,,1,-0.43,暂停申购,开放赎回,,,,
2008-10-06,4.6290,4.9090,,,1,-2.24,暂停申购,开放赎回,,,,
2008-09-30,4.7350,5.0150,,,0,0.00,暂停申购,开放赎回,,,,
2008-09-26,4.7350,5.0150,,,1,0.49,暂停申购,开放赎回,,,,
2008-09-25,4.7120,4.9920,,,1,1.73,暂停申购,开放赎回,,,,
2008-09-24,4.6320,4.9120,,,1,0.72,暂停申购,开放赎回,,,,
2008-09-23,4.5990,4.8790,,,1,-3.26,暂停申购,开放赎回,,,,
2008-09-22,4.7540,5.0340,,,1,3.17,暂停申购,开放赎回,,,,
2008-09-19,4.6080,4.8880,,,1,6.64,暂停申购,开放赎回,,,,
2008-09-18,4.3210,4.6010,,,1,-1.80,暂停申购,开放赎回,,,,
2008-09-17,4.4000,4.6800,,,1,-1.32,暂停申购,开放赎回,,,,
2008-09-16,4.4590,4.7390,,,1,-1.59,暂停申购,开放赎回,,,,
2008-09-12,4.5310,4.8110,,,1,-0.04,暂停申购,开放赎回,,,,
2008-09-11,4.5330,4.8130,,,1,-1.22,暂停申购,开放赎回,,,,
2008-09-10,4.5890,4.8690,,,1,-0.11,暂停申购,开放赎回,,,,
2008-09-09,4.5940,4.8740,,,1,0.13,暂停申购,开放赎回,,,,
2008-09-08,4.5880,4.8680,,,1,-2.01,暂停申购,开放赎回,,,,
2008-09-05,4.6820,4.9620,,,1,-2.46,暂停申购,开放赎回,,,,
2008-09-04,4.8000,5.0800,,,1,0.38,暂停申购,开放赎回,,,,
2008-09-03,4.7820,5.0620,,,1,-0.87,暂停申购,开放赎回,,,,
2008-09-02,4.8240,5.1040,,,1,-0.19,暂停申购,开放赎回,,,,
2008-09-01,4.8330,5.1130,,,1,-2.03,暂停申购,开放赎回,,,,
2008-08-29,4.9330,5.2130,,,1,1.75,暂停申购,开放赎回,,,,
2008-08-28,4.8480,5.1280,,,1,0.48,暂停申购,开放赎回,,,,
2008-08-27,4.8250,5.1050,,,1,-0.17,暂停申购,开放赎回,,,,
2008-08-26,4.8330,5.1130,,,1,-2.83,暂停申购,开放赎回,,,,
2008-08-25,4.9740,5.2540,,,1,-0.22,暂停申购,开放赎回,,,,
2008-08-22,4.9850,5.2650,,,1,-0.99,暂停申购,开放赎回,,,,
2008-08-21,5.0350,5.3150,,,1,-2.35,暂停申购,开放赎回,,,,
2008-08-20,5.1560,5.4360,,,1,4.71,暂停申购,开放赎回,,,,
2008-08-19,4.9240,5.2040,,,1,0.74,暂停申购,开放赎回,,,,
2008-08-18,4.8880,5.1680,,,1,-3.27,暂停申购,开放赎回,,,,
2008-08-15,5.0530,5.3330,,,1,-0.10,暂停申购,开放赎回,,,,
2008-08-14,5.0580,5.3380,,,1,0.24,暂停申购,开放赎回,,,,
2008-08-13,5.0460,5.3260,,,1,0.30,暂停申购,开放赎回,,,,
2008-08-12,5.0310,5.3110,,,1,-0.14,暂停申购,开放赎回,,,,
2008-08-11,5.0380,5.3180,,,1,-3.38,暂停申购,开放赎回,,,,
2008-08-08,5.2140,5.4940,,,1,-3.25,暂停申购,开放赎回,,,,
2008-08-07,5.3890,5.6690,,,1,0.22,暂停申购,开放赎回,,,,
2008-08-06,5.3770,5.6570,,,1,-0.33,暂停申购,开放赎回,,,,
2008-08-05,5.3950,5.6750,,,1,-1.06,暂停申购,开放赎回,,,,
2008-08-04,5.4530,5.7330,,,1,-1.30,暂停申购,开放赎回,,,,
2008-08-01,5.5250,5.8050,,,1,0.64,暂停申购,开放赎回,,,,
2008-07-31,5.4900,5.7700,,,1,-1.61,暂停申购,开放赎回,,,,
2008-07-30,5.5800,5.8600,,,1,-0.16,暂停申购,开放赎回,,,,
2008-07-29,5.5890,5.8690,,,1,-0.85,暂停申购,开放赎回,,,,
2008-07-28,5.6370,5.9170,,,1,0.79,暂停申购,开放赎回,,,,
2008-07-25,5.5930,5.8730,,,1,-0.41,暂停申购,开放赎回,,,,
2008-07-24,5.6160,5.8960,,,1,1.34,暂停申购,开放赎回,,,,
2008-07-23,5.5420,5.8220,,,1,-0.23,暂停申购,开放赎回,,,,
2008-07-22,5.5550,5.8350,,,1,0.23,暂停申购,开放赎回,,,,
2008-07-21,5.5420,5.8220,,,1,2.25,暂停申购,开放赎回,,,,
2008-07-18,5.4200,5.7000,,,1,1.35,暂停申购,开放赎回,,,,
2008-07-17,5.3480,5.6280,,,1,-0.54,暂停申购,开放赎回,,,,
2008-07-16,5.3770,5.6570,,,1,-2.02,暂停申购,开放赎回,,,,
2008-07-15,5.4880,5.7680,,,1,-1.77,暂停申购,开放赎回,,,,
