FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2008-12-31,0.4325,1.2837,,,1,-0.30,开放申购,开放赎回,,,,
2008-12-30,0.4338,1.2866,,,1,-0.48,开放申购,开放赎回,,,,
2008-12-29,0.4359,1.2913,,,1,-0.14,开放申购,开放赎回,,,,
2008-12-26,0.4365,1.2927,,,1,-0.46,开放申购,开放赎回,,,,
2008-12-25,0.4385,1.2972,,,1,-0.75,开放申购,开放赎回,,,,
2008-12-24,0.4418,1.3046,,,1,-0.96,开放申购,开放赎回,,,,
2008-12-23,0.4461,1.3143,,,1,-3.59,开放申购,开放赎回,,,,
2008-12-22,0.4627,1.3516,,,1,-1.20,开放申购,开放赎回,,,,
2008-12-19,0.4683,1.3643,,,1,0.28,开放申购,开放赎回,,,,
2008-12-18,0.4670,1.3613,,,1,1.68,开放申购,开放赎回,,,,
2008-12-17,0.4593,1.3440,,,1,0.53,开放申购,开放赎回,,,,
2008-12-16,0.4569,1.3386,,,1,1.06,开放申购,开放赎回,,,,
2008-12-15,0.4521,1.3278,,,1,0.47,开放申购,开放赎回,,,,
2008-12-12,0.4500,1.3231,,,1,-3.43,开放申购,开放赎回,,,,
2008-12-11,0.4660,1.3591,,,1,-1.89,开放申购,开放赎回,,,,
2008-12-10,0.4750,1.3793,,,1,2.15,开放申购,开放赎回,,,,
2008-12-09,0.4650,1.3568,,,1,-1.98,开放申购,开放赎回,,,,
2008-12-08,0.4744,1.3780,,,1,3.11,开放申购,开放赎回,,,,
2008-12-05,0.4601,1.3458,,,1,1.43,开放申购,开放赎回,,,,
2008-12-04,0.4536,1.3312,,,1,1.09,开放申购,开放赎回,,,,
2008-12-03,0.4487,1.3201,,,1,3.46,开放申购,开放赎回,,,,
2008-12-02,0.4337,1.2864,,,1,0.39,开放申购,开放赎回,,,,
2008-12-01,0.4320,1.2825,,,1,1.53,开放申购,开放赎回,,,,
2008-11-28,0.4255,1.2679,,,1,-1.73,开放申购,开放赎回,,,,
2008-11-27,0.4330,1.2848,,,1,1.10,开放申购,开放赎回,,,,
2008-11-26,0.4283,1.2742,,,1,0.23,开放申购,开放赎回,,,,
2008-11-25,0.4273,1.2720,,,1,-0.47,开放申购,开放赎回,,,,
2008-11-24,0.4293,1.2765,,,1,-2.81,开放申购,开放赎回,,,,
2008-11-21,0.4417,1.3044,,,1,-0.67,开放申购,开放赎回,,,,
2008-11-20,0.4447,1.3111,,,1,-0.69,开放申购,开放赎回,,,,
2008-11-19,0.4478,1.3181,,,1,4.99,开放申购,开放赎回,,,,
2008-11-18,0.4265,1.2702,,,1,-6.65,开放申购,开放赎回,,,,
2008-11-17,0.4569,1.3386,,,1,2.03,开放申购,开放赎回,,,,
2008-11-14,0.4478,1.3181,,,1,3.32,开放申购,开放赎回,,,,
2008-11-13,0.4334,1.2857,,,1,3.44,开放申购,开放赎回,,,,
2008-11-12,0.4190,1.2533,,,1,1.38,开放申购,开放赎回,,,,
2008-11-11,0.4133,1.2404,,,1,-0.67,开放申购,开放赎回,,,,
2008-11-10,0.4161,1.2467,,,1,6.23,开放申购,开放赎回,,,,
2008-11-07,0.3917,1.1918,,,1,0.90,开放申购,开放赎回,,,,
2008-11-06,0.3882,1.1839,,,1,-2.34,开放申购,开放赎回,,,,
2008-11-05,0.3975,1.2049,,,1,3.65,开放申购,开放赎回,,,,
2008-11-04,0.3835,1.1733,,,1,-1.36,开放申购,开放赎回,,,,
2008-11-03,0.3888,1.1853,,,1,-0.03,开放申购,开放赎回,,,,
2008-10-31,0.3889,1.1855,,,1,-1.62,开放申购,开放赎回,,,,
