FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2008-12-31,0.9929,1.6729,,,1,-0.93,开放申购,开放赎回,,,,
2008-12-30,1.0022,1.6822,,,1,-0.29,开放申购,开放赎回,,,,
2008-12-29,1.0051,1.6851,,,1,-0.41,开放申购,开放赎回,,,,
2008-12-26,1.0092,1.6892,,,1,0.07,开放申购,开放赎回,,,,
2008-12-25,1.0085,1.6885,,,1,-0.54,开放申购,开放赎回,,,,
2008-12-24,1.0140,1.6940,,,1,0.11,开放申购,开放赎回,,,,
2008-12-23,1.0129,1.6929,,,1,-5.17,开放申购,开放赎回,,,,
2008-12-22,1.0681,1.7481,,,1,0.07,开放申购,开放赎回,,,,
2008-12-19,1.0674,1.7474,,,1,1.83,开放申购,开放赎回,,,,
2008-12-18,1.0482,1.7282,,,1,1.36,开放申购,开放赎回,,,,
2008-12-17,1.0341,1.7141,,,1,1.11,开放申购,开放赎回,,,,
2008-12-16,1.0227,1.7027,,,1,2.27,开放申购,开放赎回,,,,
2008-12-15,1.0000,1.6800,,,1,1.32,开放申购,开放赎回,,,,
2008-12-12,0.9870,1.6670,,,1,-3.42,开放申购,开放赎回,,,,
2008-12-11,1.0220,1.7020,,,1,-2.49,开放申购,开放赎回,,,,
2008-12-10,1.0481,1.7281,,,1,2.70,开放申购,开放赎回,,,,
2008-12-09,1.0205,1.7005,,,1,-1.53,开放申购,开放赎回,,,,
2008-12-08,1.0364,1.7164,,,1,2.70,开放申购,开放赎回,,,,
2008-12-05,1.0092,1.6892,,,1,1.45,开放申购,开放赎回,,,,
2008-12-04,0.9948,1.6748,,,1,-1.26,开放申购,开放赎回,,,,
2008-12-03,1.0075,1.6875,,,1,2.77,开放申购,开放赎回,,,,
2008-12-02,0.9803,1.6603,,,1,0.78,开放申购,开放赎回,,,,
2008-12-01,0.9727,1.6527,,,1,3.38,开放申购,开放赎回,,,,
2008-11-28,0.9409,1.6209,,,1,1.06,开放申购,开放赎回,,,,
2008-11-27,0.9310,1.6110,,,1,1.32,开放申购,开放赎回,,,,
2008-11-26,0.9189,1.5989,,,1,1.55,开放申购,开放赎回,,,,
2008-11-25,0.9049,1.5849,,,1,-0.33,开放申购,开放赎回,,,,
2008-11-24,0.9079,1.5879,,,1,-3.93,开放申购,开放赎回,,,,
2008-11-21,0.9450,1.6250,,,1,-0.24,开放申购,开放赎回,,,,
2008-11-20,0.9473,1.6273,,,1,-0.19,开放申购,开放赎回,,,,
2008-11-19,0.9491,1.6291,,,1,4.73,开放申购,开放赎回,,,,
2008-11-18,0.9062,1.5862,,,1,-3.93,开放申购,开放赎回,,,,
2008-11-17,0.9433,1.6233,,,1,3.27,开放申购,开放赎回,,,,
2008-11-14,0.9134,1.5934,,,1,2.63,开放申购,开放赎回,,,,
2008-11-13,0.8900,1.5700,,,1,4.33,开放申购,开放赎回,,,,
2008-11-12,0.8531,1.5331,,,1,1.10,开放申购,开放赎回,,,,
2008-11-11,0.8438,1.5238,,,1,-0.01,开放申购,开放赎回,,,,
2008-11-10,0.8439,1.5239,,,1,4.62,开放申购,开放赎回,,,,
2008-11-07,0.8066,1.4866,,,1,1.17,开放申购,开放赎回,,,,
2008-11-06,0.7973,1.4773,,,1,0.34,开放申购,开放赎回,,,,
2008-11-05,0.7946,1.4746,,,1,1.08,开放申购,开放赎回,,,,
2008-11-04,0.7861,1.4661,,,1,-1.11,开放申购,开放赎回,,,,
2008-11-03,0.7949,1.4749,,,1,1.25,开放申购,开放赎回,,,,
2008-10-31,0.7851,1.4651,,,1,-0.53,开放申购,开放赎回,,,,
2008-10-30,0.7893,1.4693,,,1,1.22,开放申购,开放赎回,,,,
2008-10-29,0.7798,1.4598,,,1,-2.48,开放申购,开放赎回,,,,
2008-10-28,0.7996,1.4796,,,1,2.45,开放申购,开放赎回,,,,
2008-10-27,0.7805,1.4605,,,1,-3.84,开放申购,开放赎回,,,,
2008-10-24,0.8117,1.4917,,,1,0.17,开放申购,开放赎回,,,,
2008-10-23,0.8103,1.4903,,,1,0.58,开放申购,开放赎回,,,,
2008-10-22,0.8056,1.4856,,,1,-0.84,开放申购,开放赎回,,,,
2008-10-21,0.8124,1.4924,,,1,0.53,开放申购,开放赎回,,,,
2008-10-20,0.8081,1.4881,,,1,1.33,开放申购,开放赎回,,,,
2008-10-17,0.7975,1.4775,,,1,1.05,开放申购,开放赎回,,,,
2008-10-16,0.7892,1.4692,,,1,-3.77,开放申购,开放赎回,,,,
2008-10-15,0.8201,1.5001,,,1,0.12,开放申购,开放赎回,,,,
2008-10-14,0.8191,1.4991,,,1,-2.13,开放申购,开放赎回,,,,
2008-10-13,0.8369,1.5169,,,1,2.90,开放申购,开放赎回,,,,
2008-10-10,0.8133,1.4933,,,1,-3.96,开放申购,开放赎回,,,,
2008-10-09,0.8468,1.5268,,,1,-0.20,开放申购,开放赎回,,,,
2008-10-08,0.8485,1.5285,,,1,-2.08,开放申购,开放赎回,,,,
2008-10-07,0.8665,1.5465,,,1,-0.82,开放申购,开放赎回,,,,
2008-10-06,0.8737,1.5537,,,1,-2.25,开放申购,开放赎回,,,,
2008-09-30,0.8938,1.5738,,,0,-0.01,开放申购,开放赎回,,,,
2008-09-26,0.8939,1.5739,,,1,1.18,开放申购,开放赎回,,,,
2008-09-25,0.8835,1.5635,,,1,2.79,开放申购,开放赎回,,,,
2008-09-24,0.8595,1.5395,,,1,0.64,开放申购,开放赎回,,,,
2008-09-23,0.8540,1.5340,,,1,-3.70,开放申购,开放赎回,,,,
2008-09-22,0.8868,1.5668,,,1,2.59,开放申购,开放赎回,,,,
2008-09-19,0.8644,1.5444,,,1,5.40,开放申购,开放赎回,,,,
2008-09-18,0.8201,1.5001,,,1,-1.43,开放申购,开放赎回,,,,
2008-09-17,0.8320,1.5120,,,1,-0.72,开放申购,开放赎回,,,,
2008-09-16,0.8380,1.5180,,,1,-1.24,开放申购,开放赎回,,,,
2008-09-12,0.8485,1.5285,,,1,0.41,开放申购,开放赎回,,,,
2008-09-11,0.8450,1.5250,,,1,-1.27,开放申购,开放赎回,,,,
2008-09-10,0.8559,1.5359,,,1,-0.17,开放申购,开放赎回,,,,
2008-09-09,0.8574,1.5374,,,1,0.29,开放申购,开放赎回,,,,
2008-09-08,0.8549,1.5349,,,1,-2.15,开放申购,开放赎回,,,,
2008-09-05,0.8737,1.5537,,,1,-1.91,开放申购,开放赎回,,,,
2008-09-04,0.8907,1.5707,,,1,0.49,开放申购,开放赎回,,,,
2008-09-03,0.8864,1.5664,,,1,-0.25,开放申购,开放赎回,,,,
2008-09-02,0.8886,1.5686,,,1,-0.21,开放申购,开放赎回,,,,
2008-09-01,0.8905,1.5705,,,1,-2.09,开放申购,开放赎回,,,,
2008-08-29,0.9095,1.5895,,,1,1.67,开放申购,开放赎回,,,,
2008-08-28,0.8946,1.5746,,,1,-0.59,开放申购,开放赎回,,,,
2008-08-27,0.8999,1.5799,,,1,-0.68,开放申购,开放赎回,,,,
2008-08-26,0.9061,1.5861,,,1,-2.55,开放申购,开放赎回,,,,
2008-08-25,0.9298,1.6098,,,1,-0.78,开放申购,开放赎回,,,,
2008-08-22,0.9371,1.6171,,,1,-1.25,开放申购,开放赎回,,,,
2008-08-21,0.9490,1.6290,,,1,-2.07,开放申购,开放赎回,,,,
2008-08-20,0.9691,1.6491,,,1,4.52,开放申购,开放赎回,,,,
2008-08-19,0.9272,1.6072,,,1,0.44,开放申购,开放赎回,,,,
2008-08-18,0.9231,1.6031,,,1,-4.25,开放申购,开放赎回,,,,
2008-08-15,0.9641,1.6441,,,1,-0.20,开放申购,开放赎回,,,,
2008-08-14,0.9660,1.6460,,,1,-0.19,开放申购,开放赎回,,,,
2008-08-13,0.9678,1.6478,,,1,-0.03,开放申购,开放赎回,,,,
2008-08-12,0.9681,1.6481,,,1,-0.09,开放申购,开放赎回,,,,
2008-08-11,0.9690,1.6490,,,1,-3.79,开放申购,开放赎回,,,,
2008-08-08,1.0072,1.6872,,,1,-4.01,开放申购,开放赎回,,,,
2008-08-07,1.0493,1.7293,,,1,0.29,开放申购,开放赎回,,,,
2008-08-06,1.0463,1.7263,,,1,-0.63,开放申购,开放赎回,,,,
2008-08-05,1.0529,1.7329,,,1,-2.69,开放申购,开放赎回,,,,
2008-08-04,1.0820,1.7620,,,1,-2.05,开放申购,开放赎回,,,,
2008-08-01,1.1047,1.7847,,,1,0.87,开放申购,开放赎回,,,,
2008-07-31,1.0952,1.7752,,,1,-2.65,开放申购,开放赎回,,,,
2008-07-30,1.1250,1.8050,,,1,-0.27,开放申购,开放赎回,,,,
2008-07-29,1.1281,1.8081,,,1,-1.47,开放申购,开放赎回,,,,
2008-07-28,1.1449,1.8249,,,1,0.76,开放申购,开放赎回,,,,
2008-07-25,1.1363,1.8163,,,1,-0.68,开放申购,开放赎回,,,,
2008-07-24,1.1441,1.8241,,,1,1.78,开放申购,开放赎回,,,,
2008-07-23,1.1241,1.8041,,,1,-1.36,开放申购,开放赎回,,,,
2008-07-22,1.1396,1.8196,,,1,0.01,开放申购,开放赎回,,,,
2008-07-21,1.1395,1.8195,,,1,2.40,开放申购,开放赎回,,,,
2008-07-18,1.1128,1.7928,,,1,1.42,开放申购,开放赎回,,,,
2008-07-17,1.0972,1.7772,,,1,-1.11,开放申购,开放赎回,,,,
2008-07-16,1.1095,1.7895,,,1,-3.69,开放申购,开放赎回,,,,
2008-07-15,1.1520,1.8320,,,1,-2.68,开放申购,开放赎回,,,,
2008-07-14,1.1837,1.8637,,,1,1.55,开放申购,开放赎回,,,,
2008-07-11,1.1656,1.8456,,,1,-0.77,开放申购,开放赎回,,,,
2008-07-10,1.1747,1.8547,,,1,-2.29,开放申购,开放赎回,,,,
2008-07-09,1.2022,1.8822,,,1,1.91,开放申购,开放赎回,,,,
2008-07-08,1.1797,1.8597,,,1,0.50,开放申购,开放赎回,,,,
2008-07-07,1.1738,1.8538,,,1,2.52,开放申购,开放赎回,,,,
2008-07-04,1.1450,1.8250,,,1,-0.84,开放申购,开放赎回,,,,
2008-07-03,1.1547,1.8347,,,1,2.16,开放申购,开放赎回,,,,
2008-07-02,1.1303,1.8103,,,1,1.10,开放申购,开放赎回,,,,
2008-07-01,1.1180,1.7980,,,1,-0.21,开放申购,开放赎回,,,,
2008-06-30,1.1204,1.8004,,,1,-0.38,开放申购,开放赎回,,,,
2008-06-27,1.1247,1.8047,,,1,-4.44,开放申购,开放赎回,,,,
2008-06-26,1.1769,1.8569,,,1,1.21,开放申购,开放赎回,,,,
2008-06-25,1.1628,1.8428,,,1,2.83,开放申购,开放赎回,,,,
2008-06-24,1.1308,1.8108,,,1,2.16,开放申购,开放赎回,,,,
2008-06-23,1.1069,1.7869,,,1,-1.68,开放申购,开放赎回,,,,
2008-06-20,1.1258,1.8058,,,1,1.19,开放申购,开放赎回,,,,
2008-06-19,1.1126,1.7926,,,1,-5.14,开放申购,开放赎回,,,,
2008-06-18,1.1729,1.8529,,,1,3.78,开放申购,开放赎回,,,,
