FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,NAVTYPE,SDATE,ACTUALSYI,DTYPE,FHSP
2015-11-30,1.3510,3.6520,0.45,开放申购,开放赎回,,,1,,,,
2015-11-27,1.3450,3.6460,-4.61,开放申购,开放赎回,,,1,,,,
2015-11-26,1.4100,3.7110,-0.42,开放申购,开放赎回,,,1,,,,
2015-11-25,1.4160,3.7170,1.80,开放申购,开放赎回,,,1,,,,
2015-11-24,1.3910,3.6920,1.02,开放申购,开放赎回,,,1,,,,
2015-11-23,1.3770,3.6780,-1.36,开放申购,开放赎回,,,1,,,,
2015-11-20,1.3960,3.6970,1.56,开放申购,开放赎回,0.1,0,1,,,,每份派现金0.1000元
2015-11-19,1.4730,3.6740,2.29,开放申购,开放赎回,,,1,,,,
2015-11-18,1.4400,3.6410,-0.96,开放申购,开放赎回,,,1,,,,
2015-11-17,1.4540,3.6550,-0.68,开放申购,开放赎回,,,1,,,,
2015-11-16,1.4640,3.6650,1.53,开放申购,开放赎回,,,1,,,,
2015-11-13,1.4420,3.6430,-1.77,开放申购,开放赎回,,,1,,,,
2015-11-12,1.4680,3.6690,-0.27,开放申购,开放赎回,,,1,,,,
2015-11-11,1.4720,3.6730,1.03,开放申购,开放赎回,,,1,,,,
2015-11-10,1.4570,3.6580,0.28,开放申购,开放赎回,,,1,,,,
2015-11-09,1.4530,3.6540,0.28,开放申购,开放赎回,,,1,,,,
2015-11-06,1.4490,3.6500,1.68,开放申购,开放赎回,,,1,,,,
2015-11-05,1.4250,3.6260,0.00,开放申购,开放赎回,,,1,,,,
2015-11-04,1.4250,3.6260,2.52,开放申购,开放赎回,,,1,,,,
2015-11-03,1.3900,3.5910,-0.36,开放申购,开放赎回,,,1,,,,
2015-11-02,1.3950,3.5960,-1.20,开放申购,开放赎回,,,1,,,,
2015-10-30,1.4120,3.6130,0.07,开放申购,开放赎回,,,1,,,,
2015-10-29,1.4110,3.6120,0.28,开放申购,开放赎回,,,1,,,,
2015-10-28,1.4070,3.6080,-0.99,开放申购,开放赎回,,,1,,,,
2015-10-27,1.4210,3.6220,0.21,开放申购,开放赎回,,,1,,,,
2015-10-26,1.4180,3.6190,0.50,开放申购,开放赎回,,,1,,,,
2015-10-23,1.4110,3.6120,1.58,开放申购,开放赎回,,,1,,,,
2015-10-22,1.3890,3.5900,1.76,开放申购,开放赎回,,,1,,,,
2015-10-21,1.3650,3.5660,-3.26,开放申购,开放赎回,,,1,,,,
2015-10-20,1.4110,3.6120,1.15,开放申购,开放赎回,,,1,,,,
2015-10-19,1.3950,3.5960,-0.29,开放申购,开放赎回,,,1,,,,
2015-10-16,1.3990,3.6000,0.72,开放申购,开放赎回,,,1,,,,
2015-10-15,1.3890,3.5900,1.61,开放申购,开放赎回,,,1,,,,
2015-10-14,1.3670,3.5680,-0.87,开放申购,开放赎回,,,1,,,,
2015-10-13,1.3790,3.5800,0.51,开放申购,开放赎回,,,1,,,,
2015-10-12,1.3720,3.5730,1.55,开放申购,开放赎回,,,1,,,,
2015-10-09,1.3510,3.5520,0.60,开放申购,开放赎回,,,1,,,,
2015-10-08,1.3430,3.5440,1.21,开放申购,开放赎回,,,1,,,,
2015-09-30,1.3270,3.5280,0.30,开放申购,开放赎回,,,1,,,,
2015-09-29,1.3230,3.5240,-0.38,开放申购,开放赎回,,,1,,,,
2015-09-28,1.3280,3.5290,0.45,开放申购,开放赎回,,,1,,,,
2015-09-25,1.3220,3.5230,-1.34,开放申购,开放赎回,,,1,,,,
2015-09-24,1.3400,3.5410,0.37,开放申购,开放赎回,,,1,,,,
2015-09-23,1.3350,3.5360,-0.52,开放申购,开放赎回,,,1,,,,
2015-09-22,1.3420,3.5430,0.30,开放申购,开放赎回,,,1,,,,
2015-09-21,1.3380,3.5390,1.67,开放申购,开放赎回,,,1,,,,
2015-09-18,1.3160,3.5170,0.46,开放申购,开放赎回,,,1,,,,
2015-09-17,1.3100,3.5110,-0.53,开放申购,开放赎回,,,1,,,,
2015-09-16,1.3170,3.5180,2.73,开放申购,开放赎回,,,1,,,,
2015-09-15,1.2820,3.4830,-2.21,开放申购,开放赎回,,,1,,,,
2015-09-14,1.3110,3.5120,-3.25,开放申购,开放赎回,,,1,,,,
2015-09-11,1.3550,3.5560,0.37,开放申购,开放赎回,,,1,,,,
2015-09-10,1.3500,3.5510,-0.88,开放申购,开放赎回,,,1,,,,
2015-09-09,1.3620,3.5630,1.41,开放申购,开放赎回,,,1,,,,
2015-09-08,1.3430,3.5440,1.82,开放申购,开放赎回,,,1,,,,
2015-09-07,1.3190,3.5200,-0.68,开放申购,开放赎回,,,1,,,,
2015-09-02,1.3280,3.5290,0.08,开放申购,开放赎回,,,1,,,,
2015-09-01,1.3270,3.5280,-1.99,开放申购,开放赎回,,,1,,,,
2015-08-31,1.3540,3.5550,-1.46,开放申购,开放赎回,,,1,,,,
2015-08-28,1.3740,3.5750,2.77,开放申购,开放赎回,,,1,,,,
2015-08-27,1.3370,3.5380,2.69,开放申购,开放赎回,,,1,,,,
2015-08-26,1.3020,3.5030,-0.84,开放申购,开放赎回,,,1,,,,
2015-08-25,1.3130,3.5140,-4.65,开放申购,开放赎回,,,1,,,,
2015-08-24,1.3770,3.5780,-5.17,开放申购,开放赎回,,,1,,,,
2015-08-21,1.4520,3.6530,-3.26,开放申购,开放赎回,,,1,,,,
2015-08-20,1.5010,3.7020,-2.53,开放申购,开放赎回,,,1,,,,
2015-08-19,1.5400,3.7410,1.05,开放申购,开放赎回,,,1,,,,
2015-08-18,1.5240,3.7250,-4.51,开放申购,开放赎回,,,1,,,,
2015-08-17,1.5960,3.7970,0.82,开放申购,开放赎回,,,1,,,,
2015-08-14,1.5830,3.7840,0.00,开放申购,开放赎回,,,1,,,,
2015-08-13,1.5830,3.7840,0.96,开放申购,开放赎回,,,1,,,,
2015-08-12,1.5680,3.7690,-1.07,开放申购,开放赎回,,,1,,,,
2015-08-11,1.5850,3.7860,0.32,开放申购,开放赎回,,,1,,,,
2015-08-10,1.5800,3.7810,3.07,开放申购,开放赎回,,,1,,,,
2015-08-07,1.5330,3.7340,1.79,开放申购,开放赎回,,,1,,,,
2015-08-06,1.5060,3.7070,-0.40,开放申购,开放赎回,,,1,,,,
2015-08-05,1.5120,3.7130,-0.53,开放申购,开放赎回,,,1,,,,
2015-08-04,1.5200,3.7210,2.63,开放申购,开放赎回,,,1,,,,
2015-08-03,1.4810,3.6820,-1.13,开放申购,开放赎回,,,1,,,,
2015-07-31,1.4980,3.6990,-0.93,开放申购,开放赎回,,,1,,,,
2015-07-30,1.5120,3.7130,-2.51,开放申购,开放赎回,,,1,,,,
2015-07-29,1.5510,3.7520,2.31,开放申购,开放赎回,,,1,,,,
2015-07-28,1.5160,3.7170,-1.88,开放申购,开放赎回,,,1,,,,
2015-07-27,1.5450,3.7460,-5.16,开放申购,开放赎回,,,1,,,,
2015-07-24,1.6290,3.8300,-1.15,开放申购,开放赎回,,,1,,,,
2015-07-23,1.6480,3.8490,2.42,开放申购,开放赎回,,,1,,,,
2015-07-22,1.6090,3.8100,0.44,开放申购,开放赎回,,,1,,,,
2015-07-21,1.6020,3.8030,1.59,开放申购,开放赎回,,,1,,,,
2015-07-20,1.5770,3.7780,1.68,开放申购,开放赎回,,,1,,,,
2015-07-17,1.5510,3.7520,3.61,开放申购,开放赎回,,,1,,,,
2015-07-16,1.4970,3.6980,0.81,开放申购,开放赎回,,,1,,,,
2015-07-15,1.4850,3.6860,-3.26,开放申购,开放赎回,,,1,,,,
2015-07-14,1.5350,3.7360,2.54,开放申购,开放赎回,,,1,,,,
2015-07-13,1.4970,3.6980,3.89,开放申购,开放赎回,,,1,,,,
2015-07-10,1.4410,3.6420,3.15,开放申购,开放赎回,,,1,,,,
2015-07-09,1.3970,3.5980,2.87,开放申购,开放赎回,,,1,,,,
2015-07-08,1.3580,3.5590,-1.88,开放申购,开放赎回,,,1,,,,
2015-07-07,1.3840,3.5850,-4.09,开放申购,开放赎回,,,1,,,,
2015-07-06,1.4430,3.6440,-2.30,开放申购,开放赎回,,,1,,,,
2015-07-03,1.4770,3.6780,-4.40,开放申购,开放赎回,,,1,,,,
2015-07-02,1.5450,3.7460,-5.33,开放申购,开放赎回,,,1,,,,
2015-07-01,1.6320,3.8330,-4.62,开放申购,开放赎回,,,1,,,,
2015-06-30,1.7110,3.9120,3.13,开放申购,开放赎回,,,1,,,,
2015-06-29,1.6590,3.8600,-5.31,开放申购,开放赎回,,,1,,,,
2015-06-26,1.7520,3.9530,-6.21,开放申购,开放赎回,,,1,,,,
2015-06-25,1.8680,4.0690,-3.76,开放申购,开放赎回,,,1,,,,
2015-06-24,1.9410,4.1420,0.78,开放申购,开放赎回,,,1,,,,
2015-06-23,1.9260,4.1270,0.21,开放申购,开放赎回,,,1,,,,
2015-06-19,1.9220,4.1230,-4.80,开放申购,开放赎回,,,1,,,,
2015-06-18,2.0190,4.2200,-2.70,开放申购,开放赎回,,,1,,,,
2015-06-17,2.0750,4.2760,2.32,开放申购,开放赎回,,,1,,,,
2015-06-16,2.0280,4.2290,-3.89,开放申购,开放赎回,,,1,,,,
2015-06-15,2.1100,4.3110,-2.18,开放申购,开放赎回,,,1,,,,
2015-06-12,2.1570,4.3580,1.75,开放申购,开放赎回,,,1,,,,
2015-06-11,2.1200,4.3210,0.24,开放申购,开放赎回,,,1,,,,
2015-06-10,2.1150,4.3160,1.93,开放申购,开放赎回,,,1,,,,
2015-06-09,2.0750,4.2760,-1.10,开放申购,开放赎回,,,1,,,,
2015-06-08,2.0980,4.2990,-2.33,开放申购,开放赎回,,,1,,,,
2015-06-05,2.1480,4.3490,0.28,开放申购,开放赎回,,,1,,,,
2015-06-04,2.1420,4.3430,-1.11,开放申购,开放赎回,,,1,,,,
2015-06-03,2.1660,4.3670,0.56,开放申购,开放赎回,,,1,,,,
2015-06-02,2.1540,4.3550,3.86,开放申购,开放赎回,,,1,,,,
2015-06-01,2.0740,4.2750,3.96,开放申购,开放赎回,,,1,,,,
2015-05-29,1.9950,4.1960,0.91,开放申购,开放赎回,,,1,,,,
2015-05-28,1.9770,4.1780,-4.26,开放申购,开放赎回,,,1,,,,
2015-05-27,2.0650,4.2660,0.34,开放申购,开放赎回,,,1,,,,
2015-05-26,2.0580,4.2590,2.44,开放申购,开放赎回,,,1,,,,
2015-05-25,2.0090,4.2100,1.01,开放申购,开放赎回,,,1,,,,
2015-05-22,1.9890,4.1900,-0.20,开放申购,开放赎回,,,1,,,,
2015-05-21,1.9930,4.1940,2.42,开放申购,开放赎回,,,1,,,,
2015-05-20,1.9460,4.1470,2.31,开放申购,开放赎回,,,1,,,,
2015-05-19,1.9020,4.1030,1.49,开放申购,开放赎回,,,1,,,,
2015-05-18,1.8740,4.0750,2.63,开放申购,开放赎回,,,1,,,,
2015-05-15,1.8260,4.0270,-0.44,开放申购,开放赎回,,,1,,,,
2015-05-14,1.8340,4.0350,0.22,开放申购,开放赎回,,,1,,,,
2015-05-13,1.8300,4.0310,0.11,开放申购,开放赎回,,,1,,,,
2015-05-12,1.8280,4.0290,2.52,开放申购,开放赎回,,,1,,,,
2015-05-11,1.7830,3.9840,3.24,开放申购,开放赎回,,,1,,,,
2015-05-08,1.7270,3.9280,3.66,开放申购,开放赎回,,,1,,,,
2015-05-07,1.6660,3.8670,-0.95,开放申购,开放赎回,,,1,,,,
2015-05-06,1.6820,3.8830,0.42,开放申购,开放赎回,,,1,,,,
2015-05-05,1.6750,3.8760,-2.50,开放申购,开放赎回,,,1,,,,
2015-05-04,1.7180,3.9190,1.00,开放申购,开放赎回,,,1,,,,
2015-04-30,1.7010,3.9020,1.01,开放申购,开放赎回,,,1,,,,
2015-04-29,1.6840,3.8850,1.94,开放申购,开放赎回,,,1,,,,
2015-04-28,1.6520,3.8530,-2.65,开放申购,开放赎回,,,1,,,,
2015-04-27,1.6970,3.8980,0.18,开放申购,开放赎回,,,1,,,,
2015-04-24,1.6940,3.8950,0.18,开放申购,开放赎回,,,1,,,,
2015-04-23,1.6910,3.8920,1.50,开放申购,开放赎回,,,1,,,,
2015-04-22,1.6660,3.8670,2.78,开放申购,开放赎回,,,1,,,,
2015-04-21,1.6210,3.8220,3.05,开放申购,开放赎回,,,1,,,,
2015-04-20,1.5730,3.7740,-2.60,开放申购,开放赎回,,,1,,,,
2015-04-17,1.6150,3.8160,0.00,开放申购,开放赎回,,,1,,,,
2015-04-16,1.6150,3.8160,1.32,开放申购,开放赎回,,,1,,,,
2015-04-15,1.5940,3.7950,-2.15,开放申购,开放赎回,,,1,,,,
2015-04-14,1.6290,3.8300,-0.43,开放申购,开放赎回,,,1,,,,
2015-04-13,1.6360,3.8370,0.06,开放申购,开放赎回,,,1,,,,
2015-04-10,1.6350,3.8360,2.32,开放申购,开放赎回,,,1,,,,
2015-04-09,1.5980,3.7990,-0.93,限制大额申购,开放赎回,,,1,,,,
2015-04-08,1.6130,3.8140,-0.49,限制大额申购,开放赎回,,,1,,,,
2015-04-07,1.6210,3.8220,2.08,限制大额申购,开放赎回,,,1,,,,
2015-04-03,1.5880,3.7890,1.28,限制大额申购,开放赎回,,,1,,,,
2015-04-02,1.5680,3.7690,1.36,限制大额申购,开放赎回,,,1,,,,
2015-04-01,1.5470,3.7480,1.98,限制大额申购,开放赎回,,,1,,,,
2015-03-31,1.5170,3.7180,0.80,限制大额申购,开放赎回,,,1,,,,
2015-03-30,1.5050,3.7060,0.13,限制大额申购,开放赎回,,,1,,,,
2015-03-27,1.5030,3.7040,0.27,限制大额申购,开放赎回,,,1,,,,
2015-03-26,1.4990,3.7000,-0.86,限制大额申购,开放赎回,,,1,,,,
2015-03-25,1.5120,3.7130,0.67,限制大额申购,开放赎回,,,1,,,,
2015-03-24,1.5020,3.7030,1.01,限制大额申购,开放赎回,,,1,,,,
2015-03-23,1.4870,3.6880,2.91,限制大额申购,开放赎回,,,1,,,,
2015-03-20,1.4450,3.6460,1.69,限制大额申购,开放赎回,,,1,,,,
2015-03-19,1.4210,3.6220,0.28,限制大额申购,开放赎回,,,1,,,,
2015-03-18,1.4170,3.6180,1.58,限制大额申购,开放赎回,,,1,,,,
2015-03-17,1.3950,3.5960,1.23,限制大额申购,开放赎回,,,1,,,,
2015-03-16,1.3780,3.5790,2.68,限制大额申购,开放赎回,,,1,,,,
2015-03-13,1.3420,3.5430,1.13,限制大额申购,开放赎回,,,1,,,,
2015-03-12,1.3270,3.5280,0.08,限制大额申购,开放赎回,,,1,,,,
2015-03-11,1.3260,3.5270,-0.08,限制大额申购,开放赎回,,,1,,,,
2015-03-10,1.3270,3.5280,0.91,限制大额申购,开放赎回,,,1,,,,
2015-03-09,1.3150,3.5160,1.00,限制大额申购,开放赎回,,,1,,,,
2015-03-06,1.3020,3.5030,-1.36,限制大额申购,开放赎回,,,1,,,,
2015-03-05,1.3200,3.5210,-0.23,限制大额申购,开放赎回,,,1,,,,
2015-03-04,1.3230,3.5240,1.15,限制大额申购,开放赎回,,,1,,,,
2015-03-03,1.3080,3.5090,-0.76,限制大额申购,开放赎回,,,1,,,,
2015-03-02,1.3180,3.5190,1.70,限制大额申购,开放赎回,,,1,,,,
2015-02-27,1.2960,3.4970,0.86,限制大额申购,开放赎回,,,1,,,,
2015-02-26,1.2850,3.4860,0.63,限制大额申购,开放赎回,,,1,,,,
2015-02-25,1.2770,3.4780,-0.23,限制大额申购,开放赎回,,,1,,,,
2015-02-17,1.2800,3.4810,0.55,限制大额申购,开放赎回,,,1,,,,
2015-02-16,1.2730,3.4740,1.11,限制大额申购,开放赎回,,,1,,,,
2015-02-13,1.2590,3.4600,0.88,限制大额申购,开放赎回,,,1,,,,
2015-02-12,1.2480,3.4490,0.65,限制大额申购,开放赎回,,,1,,,,
2015-02-11,1.2400,3.4410,1.47,限制大额申购,开放赎回,,,1,,,,
2015-02-10,1.2220,3.4230,0.74,限制大额申购,开放赎回,,,1,,,,
2015-02-09,1.2130,3.4140,-0.16,限制大额申购,开放赎回,,,1,,,,
2015-02-06,1.2150,3.4160,-1.30,限制大额申购,开放赎回,,,1,,,,
2015-02-05,1.2310,3.4320,-0.49,限制大额申购,开放赎回,,,1,,,,
2015-02-04,1.2370,3.4380,-0.40,限制大额申购,开放赎回,,,1,,,,
2015-02-03,1.2420,3.4430,1.55,限制大额申购,开放赎回,,,1,,,,
2015-02-02,1.2230,3.4240,-0.57,限制大额申购,开放赎回,,,1,,,,
2015-01-30,1.2300,3.4310,-0.97,限制大额申购,开放赎回,,,1,,,,
2015-01-29,1.2420,3.4430,-0.16,限制大额申购,开放赎回,,,1,,,,
2015-01-28,1.2440,3.4450,-0.96,限制大额申购,开放赎回,,,1,,,,
2015-01-27,1.2560,3.4570,0.64,限制大额申购,开放赎回,,,1,,,,
2015-01-26,1.2480,3.4490,1.88,限制大额申购,开放赎回,,,1,,,,
2015-01-23,1.2250,3.4260,-0.81,限制大额申购,开放赎回,,,1,,,,
2015-01-22,1.2350,3.4360,0.32,限制大额申购,开放赎回,,,1,,,,
2015-01-21,1.2310,3.4320,2.07,限制大额申购,开放赎回,,,1,,,,
2015-01-20,1.2060,3.4070,2.46,限制大额申购,开放赎回,,,1,,,,
2015-01-19,1.1770,3.3780,-2.73,限制大额申购,开放赎回,,,1,,,,
2015-01-16,1.2100,3.4110,1.34,限制大额申购,开放赎回,,,1,,,,
2015-01-15,1.1940,3.3950,1.10,限制大额申购,开放赎回,,,1,,,,
2015-01-14,1.1810,3.3820,-0.84,限制大额申购,开放赎回,,,1,,,,
2015-01-13,1.1910,3.3920,1.02,限制大额申购,开放赎回,,,1,,,,
2015-01-12,1.1790,3.3800,-0.67,限制大额申购,开放赎回,,,1,,,,
2015-01-09,1.1870,3.3880,-0.34,限制大额申购,开放赎回,,,1,,,,
2015-01-08,1.1910,3.3920,-1.00,限制大额申购,开放赎回,,,1,,,,
2015-01-07,1.2030,3.4040,-0.25,限制大额申购,开放赎回,,,1,,,,
2015-01-06,1.2060,3.4070,0.58,限制大额申购,开放赎回,,,1,,,,
2015-01-05,1.1990,3.4000,1.78,限制大额申购,开放赎回,,,1,,,,
