FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2015-12-31,1.5410,2.3520,,,1,-3.63,封闭期,封闭期,,,,
2015-12-30,1.5990,2.3580,,,1,1.65,封闭期,封闭期,,,,
2015-12-29,1.5730,2.3550,,,1,0.00,封闭期,封闭期,,,,
2015-12-28,1.5730,2.3550,,,1,-3.50,封闭期,封闭期,,,,
2015-12-25,1.6300,2.3610,,,1,-0.37,封闭期,封闭期,,,,
2015-12-24,1.6360,2.3620,,,1,0.74,封闭期,封闭期,,,,
2015-12-23,1.6240,2.3610,,,1,-2.99,封闭期,封闭期,,,,
2015-12-22,1.6740,2.3660,,,1,0.48,封闭期,封闭期,,,,
2015-12-21,1.6660,2.3650,,,1,-0.06,封闭期,封闭期,,,,
2015-12-18,1.6670,2.3650,,,1,-0.48,封闭期,封闭期,,,,
2015-12-17,1.6750,2.3660,,,1,3.84,封闭期,封闭期,,,,
2015-12-16,1.6130,2.3590,,,1,1.00,封闭期,封闭期,,,,
2015-12-15,1.5970,2.3580,,,1,2.18,封闭期,封闭期,,,,
2015-12-14,1.5630,2.3540,,,1,2.02,封闭期,封闭期,,,,
2015-12-11,1.5320,2.3510,,,1,-1.42,封闭期,封闭期,,,,
2015-12-10,1.5540,2.3530,,,1,1.70,封闭期,封闭期,,,,
2015-12-09,1.5280,2.3510,,,1,-1.29,封闭期,封闭期,,,,
2015-12-08,1.5480,2.3530,,,1,-2.82,封闭期,封闭期,,,,
2015-12-07,1.5930,2.3570,,,1,2.71,封闭期,封闭期,,,,
2015-12-04,1.5510,2.3530,,,1,-1.02,封闭期,封闭期,,,,
2015-12-03,1.5670,2.3550,,,1,5.66,封闭期,封闭期,,,,
2015-12-02,1.4830,2.3460,,,1,-2.69,封闭期,封闭期,,,,
2015-12-01,1.5240,2.3500,,,1,-1.17,封闭期,封闭期,,,,
2015-11-30,1.5420,2.3520,,,1,1.31,封闭期,封闭期,,,,
2015-11-27,1.5220,2.3500,,,1,-9.73,封闭期,封闭期,,,,
2015-11-26,1.6860,2.3670,,,1,-3.27,封闭期,封闭期,,,,
2015-11-25,1.7430,2.3730,,,1,4.43,封闭期,封闭期,,,,
2015-11-24,1.6690,2.3650,,,1,2.46,封闭期,封闭期,,,,
2015-11-23,1.6290,2.3610,,,1,-1.69,封闭期,封闭期,,,,
2015-11-20,1.6570,2.3640,,,1,1.53,封闭期,封闭期,,,,
2015-11-19,1.6320,2.3610,,,1,6.53,封闭期,封闭期,,,,
2015-11-18,1.5320,2.3510,,,1,-3.16,封闭期,封闭期,,,,
2015-11-17,1.5820,2.3560,,,1,-4.47,封闭期,封闭期,,,,
2015-11-16,1.6560,2.3640,,,1,5.01,封闭期,封闭期,,,,
2015-11-13,1.5770,2.3560,,,1,-4.02,封闭期,封闭期,,,,
2015-11-12,1.6430,2.3620,,,1,-1.08,封闭期,封闭期,,,,
2015-11-11,1.6610,2.3640,,,1,3.62,封闭期,封闭期,,,,
2015-11-10,1.6030,2.3580,,,1,0.75,封闭期,封闭期,,,,
2015-11-09,1.5910,2.3570,,,1,3.31,封闭期,封闭期,,,,
2015-11-06,1.5400,2.3520,,,1,6.50,封闭期,封闭期,,,,
2015-11-05,1.4460,2.3420,,,1,-1.23,封闭期,封闭期,,,,
2015-11-04,1.4640,2.3440,,,1,11.42,封闭期,封闭期,,,,
2015-11-03,1.3140,2.3280,,,1,-0.15,封闭期,封闭期,,,,
2015-11-02,1.3160,2.3290,,,1,-3.45,封闭期,封闭期,,,,
2015-10-30,1.3630,2.3330,,,1,-0.29,封闭期,封闭期,,,,
2015-10-29,1.3670,2.3340,,,1,1.03,封闭期,封闭期,,,,
2015-10-28,1.3530,2.3320,,,1,-5.05,封闭期,封闭期,,,,
2015-10-27,1.4250,2.3400,,,1,2.37,封闭期,封闭期,,,,
2015-10-26,1.3920,2.3360,,,1,-0.57,封闭期,封闭期,,,,
2015-10-23,1.4000,2.3370,,,1,5.11,封闭期,封闭期,,,,
2015-10-22,1.3320,2.3300,,,1,8.12,封闭期,封闭期,,,,
2015-10-21,1.2320,2.3200,,,1,-10.92,封闭期,封闭期,,,,
2015-10-20,1.3830,2.3350,,,1,5.17,封闭期,封闭期,,,,
2015-10-19,1.3150,2.3280,,,1,-0.90,封闭期,封闭期,,,,
2015-10-16,1.3270,2.3300,,,1,3.43,封闭期,封闭期,,,,
2015-10-15,1.2830,2.3250,,,1,7.63,封闭期,封闭期,,,,
2015-10-14,1.1920,2.3160,,,1,-2.46,封闭期,封闭期,,,,
2015-10-13,1.2220,2.3190,,,1,2.00,封闭期,封闭期,,,,
2015-10-12,1.1980,2.3160,,,1,8.91,封闭期,封闭期,,,,
2015-10-09,1.1000,2.3060,,,1,2.52,封闭期,封闭期,,,,
