FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2015-12-31,3.2940,3.2940,,,1,-1.64,暂停申购,开放赎回,,,,
2015-12-30,3.3490,3.3490,,,1,3.20,暂停申购,开放赎回,,,,
2015-12-29,3.2450,3.2450,,,1,0.40,暂停申购,开放赎回,,,,
2015-12-28,3.2320,3.2320,,,1,-0.25,暂停申购,开放赎回,,,,
2015-12-25,3.2400,3.2400,,,1,0.87,暂停申购,开放赎回,,,,
2015-12-24,3.2120,3.2120,,,1,2.10,暂停申购,开放赎回,,,,
2015-12-23,3.1460,3.1460,,,1,-4.17,暂停申购,开放赎回,,,,
2015-12-22,3.2830,3.2830,,,1,3.08,暂停申购,开放赎回,,,,
2015-12-21,3.1850,3.1850,,,1,-0.72,暂停申购,开放赎回,,,,
2015-12-18,3.2080,3.2080,,,1,-1.84,暂停申购,开放赎回,,,,
2015-12-17,3.2680,3.2680,,,1,3.09,暂停申购,开放赎回,,,,
2015-12-16,3.1700,3.1700,,,1,0.48,暂停申购,开放赎回,,,,
2015-12-15,3.1550,3.1550,,,1,2.53,暂停申购,开放赎回,,,,
2015-12-14,3.0770,3.0770,,,1,0.29,暂停申购,开放赎回,,,,
2015-12-11,3.0680,3.0680,,,1,-2.20,暂停申购,开放赎回,,,,
2015-12-10,3.1370,3.1370,,,1,-0.35,暂停申购,开放赎回,,,,
2015-12-09,3.1480,3.1480,,,1,0.80,暂停申购,开放赎回,,,,
2015-12-08,3.1230,3.1230,,,1,2.60,暂停申购,开放赎回,,,,
2015-12-07,3.0440,3.0440,,,1,3.40,暂停申购,开放赎回,,,,
2015-12-04,2.9440,2.9440,,,1,1.17,暂停申购,开放赎回,,,,
2015-12-03,2.9100,2.9100,,,1,4.53,暂停申购,开放赎回,,,,
2015-12-02,2.7840,2.7840,,,1,-1.38,暂停申购,开放赎回,,,,
2015-12-01,2.8230,2.8230,,,1,-3.62,暂停申购,开放赎回,,,,
2015-11-30,2.9290,2.9290,,,1,1.98,暂停申购,开放赎回,,,,
2015-11-27,2.8720,2.8720,,,1,-5.50,暂停申购,开放赎回,,,,
2015-11-26,3.0390,3.0390,,,1,-1.81,暂停申购,开放赎回,,,,
2015-11-25,3.0950,3.0950,,,1,2.79,暂停申购,开放赎回,,,,
2015-11-24,3.0110,3.0110,,,1,1.72,暂停申购,开放赎回,,,,
2015-11-23,2.9600,2.9600,,,1,-0.70,暂停申购,开放赎回,,,,
2015-11-20,2.9810,2.9810,,,1,1.02,暂停申购,开放赎回,,,,
2015-11-19,2.9510,2.9510,,,1,5.17,暂停申购,开放赎回,,,,
